target,plate,n_used,n_excluded,dilutions_used,dilutions_excluded,slope,intercept,r_squared,E_fold,E_percent
tba-1,Primer_Efficiency_NEW_-_tba-1__oac-7__ceh-74__zip-2-2,9,8,"D2,D3,D4","D0,D1,D5",-3.1942967709159156,11.717464882357099,0.9993149984819361,2.0561649434371576,105.61649434371576
oac-7,Primer_Efficiency_NEW_-_tba-1__oac-7__ceh-74__zip-2-2,15,3,"D0,D1,D2,D3,D4",D5,-3.6649348654797365,12.38704704809448,0.9978611083924798,1.8743735418706824,87.43735418706824
ugt-31,Primer_Efficiency_251104-2,18,0,"D1,D2,D3,D4,D5,D6",,-3.879716352005999,6.728080847503557,0.9988621009386033,1.8103010431742244,81.03010431742244
t22f3.11,Primer_Efficiency_251104-2,18,0,"D1,D2,D3,D4,D5,D6",,-3.9155930745225946,8.39275881727078,0.9987859817998713,1.800483531283514,80.0483531283514
ugt-29,Primer_Eff_022326-2,15,3,"D0,D1,D2,D3,D4",D5,-3.365089252327961,14.721774553227558,0.9727568560847543,1.982297978933928,98.22979789339279
