,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,G1,G2,G3,G4,G5,G7,G8,G9,G11,G12,H1,H2,H3,H4,H5,H7,H8,H9,H11,H12
,1,-8.01200694172576,13.241843134454,16.3575829431115,9.58752496161787,-11.5546985378214,13.1370956395531,16.9158245019553,13.8271463089686,-17.5250335439873,2.55360907635577,10.7826733973648,-15.7132572238979,-2.17367904923276,15.5948399785871,19.3893176574347,18.7157296625683,10.9288072358031,15.0674565118247,13.8757676080986,6.3380341933339,3.88692932590902,-7.5669317228826,1.34312013450426,0.799025096172045,14.570266826127,11.339121025132,10.4115072031245,6.46164659720898,2.02122099753979,4.45663907015023,9.28242363014942,12.8575458496725,6.06725206768897,-0.813063227666589,-6.11631487437717,-4.21039595096363,-4.80748912046238,12.4552900881413,5.27793186438885,-5.81637562883952,-5.56967652550611,-8.23731632045201,2.60462414682252,-1.52221859411338,-1.34412046495163,-7.67036560445558,5.71159689763681,-3.79900724165918,2.7479452850107,11.5426149058353,2.85551423062407,5.00223267086221,2.83769568957769,-1.06139353167237,-0.84381372425878,7.94801898929472,6.7975375731944,-3.71127068487476,6.73741218186433,9.65568404513715,-8.21570445474026,1.38747713914472,-14.5528253697958,5.74381905345035,-9.79771495620389,9.55368392510672,15.4144473692672,-5.29902078564237,-5.2845787429419,-3.23582211030953,-9.16906750242742,-10.3216007041015,-1.32405505671477,-11.878052478226,-13.4767220020985,-11.1844597185964,-7.72346658328752,-12.5629577779509,-7.27841135091876,-11.0104903466631
,2,12.3516995008104,8.7431154937085,9.7153494407321,10.0500486286678,15.4993558973147,13.0422544900207,10.9471028107109,10.4997981260362,-15.3730211829675,11.863089649104,4.50777907534939,18.5930498564312,4.17078628176341,6.10325139427641,6.89343323366484,16.2188625711401,15.410572369095,7.52825974409416,6.86810339491922,5.86158327246767,2.90847568445542,-8.89240097532866,0.755033440517309,6.72485223698277,13.0541191143902,16.3658689225135,10.7816838999747,9.21939845092993,9.45104091352778,6.50289049923504,11.0490513778254,11.5275896522653,5.5527251831877,6.24843708816206,0.174187648054158,16.2466974998551,1.4575785925249,9.61010314107625,2.64767616409017,-2.18932337141587,-2.06531861054555,-8.30459272319558,1.79700761393906,2.75658318678552,-0.463199712233745,0.63957376485223,8.48487197476425,10.7541962122859,4.58899032638828,10.0512273549666,8.4584256059361,4.35823845138293,4.49231447576631,-1.08097806583646,1.53860421604622,2.94859992915735,3.36736696356638,0.773589682509737,5.02707839066079,3.26664758387005,-3.90073305891929,-1.52152619316985,-10.8579697186569,1.39703308750268,-10.3961724328783,5.87654512509334,7.80891539068034,-7.57611757459699,-2.86064923372624,-5.04670972058921,-5.76686850337137,-9.825621784943,-0.663702621098309,-7.84512089375494,-4.82549002926953,-8.5401118529503,-8.8232352531777,-7.45881335787044,-8.13060762905116,-8.96548092718103
,3,8.8426602627892,9.68494908623825,9.13978457411304,10.4821366242913,11.2979577129013,10.5309280583924,13.1232049703804,7.88639301545254,7.34193268631589,11.9129927660624,-1.71156566164518,16.7651391493482,6.47055894456616,9.55625569683252,11.7322317865464,9.34780942389989,11.3302927341201,14.4799319494427,9.35196514986137,5.15856358303427,5.23593771319975,4.20363708461809,4.58190043489003,2.30340241773683,10.6717399797908,8.48173734790134,3.62526707107827,6.61333924702285,2.59939286762619,4.13843799695314,6.75747278972131,8.2843188530187,2.67166187168368,3.15304075102995,-4.12093716413665,6.61508845038043,-2.99278835176301,7.73446942431656,4.23156564330293,-5.96086089045093,-4.03090837903028,-5.47250018340264,5.61564275202682,0.206300850658863,4.17647382257974,1.0386544518301,2.40622283473567,5.59347493522318,4.20302279632187,3.30188482970379,5.69117776216763,4.48759537107799,2.95382617053519,2.47686102004445,5.47867516805445,7.83892091814232,4.60696450059231,6.1424070518824,5.86793642717157,10.362338827355,-4.43994921487638,4.47942020165647,-1.77948224839975,2.7563223457455,-3.56513352069669,6.13248524495793,11.0947492818655,-4.07000621346515,-2.80769613728671,-1.94710001068324,-8.60997764623698,-7.48682503396503,1.27302739226707,-5.58347375825997,-7.62984224183538,-7.32162365591421,-7.57815793548616,-7.34644832047979,-4.45048544076781,-4.86581383670364
,4,6.57551984187648,6.49573943199812,7.5627073331857,1.6353240272515,6.33959257119704,5.52459107099685,1.90900947136788,4.29030507090101,4.34786228279972,4.00927998039924,6.28360924008257,17.3333841709928,2.09408962115867,3.75084583069338,1.55041770391654,5.41101976435993,4.2728799574852,7.9597174519422,4.63155616899212,1.3875487727546,6.56689037711431,7.38036449167475,6.25143560829429,5.75181728403686,6.12850658120487,5.97484013671465,0.73236694081379,3.01295998397154,3.20249786949262,2.78290272812774,1.62259037568992,6.31124615009821,5.61602519020835,4.91604620809221,7.11797294192183,3.54313228320962,-2.74219750340126,2.20062918995745,0.301732255403749,-2.31660783555753,-4.76750603602704,-1.6427816304772,0.979415490930478,4.50048447398649,1.38919199445309,4.44320943148114,8.6267911352852,1.38308838520607,2.5217873555921,-1.10485088532187,3.47571658285733,4.94697677606428,2.55275178453121,0.575593469149226,1.3760806256123,0.069507240850271,0.270074000757177,0.0109909626971785,4.103755851811,1.92982360834367,-1.15450575386058,1.48084588625716,-6.08188544494351,3.18109502362631,-3.69386497767618,4.95814905973748,6.9257334291633,-2.47295022934668,-3.75044250845576,0.920396404050734,-9.74685747696185,-12.696667004227,1.69736985634972,-8.25159837705087,-5.18443852048858,-2.813680794829,-6.35807670855684,-2.79552309818973,-4.63374617335421,-3.47494123498564
,5,-0.495849329170142,4.50708326771337,5.02380031299299,4.10209408214678,3.30008858335668,2.33154968718918,2.62085404580193,0.802489716317268,1.70439786770248,2.00440930558898,5.54526914938242,24.3237920311603,3.19555854115606,2.04946747999338,-0.677139809873552,0.506882902760481,1.1794643207254,4.36603245991091,3.79427526695599,1.95008307178659,4.45174240635151,4.63579298069271,0.321226436879897,5.51708591625811,2.23871551141383,2.713528274287,3.40752258689736,3.22382937116799,4.57981349055854,-0.124864192385303,0.0661197770959916,3.73854058335792,0.488778951981203,5.89770121232186,6.19744468254885,8.22363857961545,-3.70046944454361,-0.952798680954402,0.209333366127339,-3.67188303847479,-3.87751653875921,-5.80360333570798,3.34757037611689,4.00885296467959,7.10339760404622,5.26559694589287,5.03464410202514,5.67927210142989,-0.296051657235239,2.59108361400786,-2.43333776989221,0.115069458722246,3.24208683177449,1.8272431908149,3.01826429018865,4.98288089077278,0.0540520561253288,0.995985694543378,2.62136377955085,1.19850453066374,-5.24795831241227,-1.85722923686353,-10.0187575931354,-0.18440940912933,-5.42967323255834,3.06277890017645,4.20121038067191,-7.65971919207414,-0.994847830756498,0.860448755238849,-0.77968773355451,-9.78579716092918,7.28945836493585,-6.50770100007094,-5.21844119314392,-4.63218205901285,-1.962263672066,-1.44070281146878,-2.48902693142281,-0.824436926263388
,6,1.68333354380729,1.89805711639929,1.97484031970271,0.485646632177577,4.64659884168168,-0.0733235889765638,-0.32254117381035,2.76136488838802,1.07169706624063,-0.306910926262844,1.79144788291842,19.4611301815094,2.42244521090561,-0.955826209574298,-1.59266961487265,0.986456949942294,-0.230938625957151,2.62232073254654,3.55870268229728,1.33252196746298,-0.57171887684899,4.36812858616668,4.00881936464475,1.08515865050913,0.955535144436908,-1.0980998537666,-0.930090315530833,-0.140124480872146,-0.0116230611133687,0.818872948917033,0.193397677105622,3.22376471206917,-0.263696104407245,0.964846712598955,3.97769919241546,6.78016124878104,-3.77177239672346,0.364180104109892,4.77192281098314,-2.15580415710474,0.304517027235761,-3.2439083755412,1.27329555360166,0.59525118216834,0.152701940495263,1.68485221501487,2.92685166484807,-2.56922775449857,0.00761200672923223,3.43875853410646,0.182450675114524,3.21953884410823,1.29256455352788,-1.3132147610595,1.80643731770215,4.8581943414556,2.49035583215209,0.285011529886106,1.3492460245966,-1.04943105434859,-2.35160041952486,0.75353682841569,-3.16278997676227,1.6744679580147,-4.82538323179051,4.22060598589269,0.745888546217884,-2.85425620228625,-3.22039919849385,-0.849187982013518,-0.886516963412305,-1.07647452855281,9.69013254853053,-4.86515210425978,-3.83953058148973,-4.49386395131796,-2.85909641630951,-2.30208415159586,-3.08122620300719,-4.24392582477913
,7,0.891274113488635,1.37218497610502,3.12693788786146,1.10710014569622,0.642383004910243,3.43024695724898,0.831489410046288,2.74584516728237,5.32262019038535,-0.828952137991564,6.19503257194765,18.0880672976837,4.15619806128552,-2.08790686710017,4.31959071015717,0.665959403987472,2.48377288775646,-0.755077399493075,-0.386324265471558,-2.66018070071368,2.14722341843299,1.76891487241483,2.80925353281827,3.61230480739869,-3.229427894948,-2.86718468497293,1.76866612609274,0.184604666999803,0.403226920590441,-0.488603644182149,-2.66884435016664,1.91711926062817,0.788293324566894,4.03438741752689,3.71419739480461,3.36291489671066,-8.94117972891081,2.25219278604845,0.455141535766415,-0.0858292796183378,2.05697743505152,-0.297778953938632,-1.08032153143722,3.90164023675607,1.97877912465083,1.58758782891664,-1.59470062996616,0.981887610933882,0.334709030147678,3.47473426306306,2.23370628472367,3.49531910850737,3.32675409326339,4.34286336292598,-0.786771664256776,0.560655943332222,1.75827003259519,3.45293762717984,1.11481795439704,1.33517421983697,-2.99308044241525,2.41751379683456,-0.493491406694375,2.89694891436147,-0.0445952474324258,1.91420638575437,1.39421081262071,-2.17597031370087,-0.0476727025175023,-0.418011888712499,-0.058034322891217,-2.4477262281539,13.3932048477809,-2.49218330579879,0.196610336170579,-5.32312260897925,-1.39005032861905,-1.41918592317188,-0.285583805615261,4.10496928281736
,8,1.28379598690117,-1.16927659946714,-1.93710003897331,0.888795705931898,-7.31796704769158,1.48278607393195,-3.46906834469428,-2.21739157522279,-3.15005551211607,-2.4602056555791,-2.01350448418589,15.8584026757644,1.24356760436285,-2.47874387052207,1.86229382169176,2.3562465772311,4.40221561462022,0.956660005947469,5.32807700981448,3.35678982148193,5.26751942231613,-1.25191877768702,-0.218584329347777,2.45307313262083,3.39196837092459,-3.31273289829369,-1.97956036349524,0.233058601539142,1.64219508841006,0.584449437266812,-0.258731315762361,-0.780145185816309,6.1115018429,1.05135944304948,4.95906069930015,-0.528984179505642,8.79742259609384,1.34687033002047,-2.25236473704763,1.70000521331531,-0.701720750990717,-0.103401322797254,-0.708900299475772,4.15329889801478,-0.030012959326541,0.267623046561766,1.66305628126565,1.09085153889509,2.97248887573778,6.70749584441091,4.32288914109631,4.71386997761647,4.2400300782283,1.45523571236208,-0.339546428786889,3.85039069077311,-0.606902787686522,0.18253303244046,1.64471225594025,-2.30908033282503,1.05959660077724,-2.39614855325226,-1.74008040946819,1.38344121032151,-0.442664801743376,0.444032981369219,-1.83673207251013,1.87239070422902,3.04291813343252,-0.884027979633174,0.38186841568222,0.309651358083556,14.5785394318691,-3.92618976902895,-1.09447969253461,-1.54163503955215,0.8345852725447,-0.794516633103285,-3.27098850804987,-0.186045733943956
,9,0.782499180621016,-3.93259974154898,-0.398559879967706,-4.53632401415234,0.416948936674999,2.3559302503777,-1.35702248063035,-0.545562044499093,-2.26974480780063,-3.29208334923669,-3.25865032386992,14.8967209417769,-1.53227220077588,-0.757458486501491,-2.15381726118949,-2.47726397659562,-0.594180020478234,0.0996648076829842,1.14240045521683,-1.58887291810379,1.91793648456314,0.321363309489243,-0.141303867534589,-2.20987074408822,2.24551203637157,-1.88013881351708,1.94293125858849,0.430037335489487,2.54824148260013,1.29554227665039,5.53965996710167,5.47321213314171,5.84166295005707,3.00009937576488,6.03671623936407,2.16555940979379,3.28899747873902,2.48111405095278,2.06160462657272,5.0344639158975,5.38269693122038,2.46198156409673,0.0593182532234096,1.88054848247884,1.51991277904972,7.48838258216756,2.47348154423798,2.68957958361034,3.40344533567168,0.516725540068364,-0.899393392326601,0.0440487292003127,4.072269020764,1.02452006816929,-1.07803817595232,-2.43607169878214,0.0396240159334411,-0.602055005182592,-3.23170038697026,-1.71177778881975,-1.0887398795453,2.51710363322263,-0.372353543078589,-1.1573036782188,0.848048825443129,-0.721235176136361,-0.874923019374364,-0.010767562007004,2.03618985415778,-1.43419147763689,-1.37897570653422,1.76654068167727,19.7042337672269,3.50212300811972,-1.09996509778603,-0.401398873186281,-1.01315841203723,-0.933783318989299,-1.06595114774836,-0.418793169746095
,10,3.12922175781341,0.626430384476407,-3.67300847710248,-1.29999858898236,-0.0906585695352078,-4.53389704052552,0.311345066698323,1.82931582149467,-1.53884203798589,0.89417337417126,2.07031653280274,12.1887851128904,-3.24217513804888,1.74486467303586,-0.165697230297155,-0.970715157582617,1.72144328739432,3.344797457396,-1.30954158080749,2.27067794946697,1.54875684796252,-0.333609507115852,-3.83056716733199,1.49685780348045,0.605842175033558,-7.33011961428929,1.46599932512117,0.137526942583008,-0.123240474095837,0.154439866780194,2.80094060489319,-1.50688324008115,0.925606168285412,1.51428941785161,0.422226708989456,-2.77411179291994,3.86853971637447,-0.777585525188442,2.05163118158089,3.44924482382476,-1.348683702382,2.82981738934086,0.413790749084455,1.28422151520317,2.65335017760162,3.0310391629987,0.0783433044016419,-0.138294898846652,-0.457864423233332,-2.2787934754092,1.76319509022051,2.23183814959839,0.0148594089732796,-0.447657595437704,-1.13121012850661,-4.77194697600999,-0.409496719175877,1.33783072834012,-0.906418650619798,1.16685106595151,0.269584978737385,1.9323768065824,0.810659230642159,1.66358143213483,1.00613259591819,-0.410325043704688,0.840749800262074,1.32721657877391,3.99373403650452,-1.4495764139715,1.92107058066085,0.925623697129595,19.3676512471448,4.88254799352944,1.34038966315484,0.337026014639378,1.04156175879643,-1.56633701068358,-2.12677810605192,1.2444094394973
