,Data Set,Target,Sample,Control,Relative Quantity,Relative Quantity(lg),Relative Quantity SD,Corrected Relative Quantity SD,SD RQ(lg),Relative Quantity SEM,Corrected Relative Quantity SEM,SEM RQ(lg),Relative Quantity 95% CI Low,Relative Quantity 95% CI High,Unscaled Expression,Unscaled Expression(lg),Unscaled Expression SD,Corrected Unscaled Expression SD,SD Unscaled Expression(lg),Unscaled Expression SEM,Corrected Unscaled Expression SEM,SEM Unscaled Expression(lg),Expression,Expression(lg),Expression SD,Corrected Expression SD,SD Expression(lg),Expression SEM,Corrected Expression SEM,SEM Expression(lg),Expression 95% CI Low,Expression 95% CI High,Wells,Mean Cq,Cq SD,Cq SEM,P-Value
,1-SYBR,ugt-29,FAU5,,0.154572711093192,-2.69364245250399,0.0136237801054467,0.0136237801054467,NaN,0.00786569311125992,0.00786569311125992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,24.5297816306208,0.12715672680697,0.0734139704512759,NaN
,1-SYBR,ugt-29,FAU5 treated,,1,0,0.101863076539593,0.101863076539593,NaN,0.0588106746606175,0.0588106746606175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,21.8361391781168,0.146957355373364,0.0848458686842071,NaN
,1-SYBR,ugt-29,N2,,0.242914246292088,-2.04148099210073,0.0179526478099238,0.0179526478099238,NaN,0.0103649660457261,0.0103649660457261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,23.8776201702175,0.106622795334367,0.0615586995880469,NaN
,1-SYBR,ugt-29,N2 treated,,0.794683213435551,-0.3315482250391,0.0334844750280373,0.0334844750280373,NaN,0.0193322706711106,0.0193322706711106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,22.1676874031559,0.0607888593253109,0.0350964642951985,NaN
,1-SYBR,ugt-29,RB2060,,0.980001142673224,-0.0291446634880543,0.0659398741771243,0.0659398741771243,NaN,0.0380704041064928,0.0380704041064928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,21.8652838416049,0.0970724679082342,0.0560448154777203,NaN
,1-SYBR,ugt-29,RB2060 treated,,0.365121486128612,-1.45355152603481,0.026046683783112,0.026046683783112,NaN,0.0150380598936768,0.0150380598936768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,23.2896907041516,0.102917584839864,0.0594194953116417,NaN
,1-SYBR,ugt-31,FAU5,,0.04414030756965,-4.50175950742356,0.0104657585963188,0.0104657585963188,NaN,0.00604240854285829,0.00604240854285829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,32.6667157037204,0.342065990415341,0.197491891646913,NaN
,1-SYBR,ugt-31,FAU5 treated,,0.264018449309053,-1.92128934789195,0.0474572640192743,0.0474572640192743,NaN,0.0273994641565311,0.0273994641565311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,30.0862455441888,0.259324148118984,0.149720866723866,NaN
,1-SYBR,ugt-31,N2,,0.0942077242820408,-3.40801083559981,0.011369381213221,0.011369381213221,NaN,0.00656411530397264,0.00656411530397264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,31.5729670318967,0.174110456645613,0.100522719013073,NaN
,1-SYBR,ugt-31,N2 treated,,0.0989917236217319,-3.33654827861293,0.0151425532905888,0.0151425532905888,NaN,0.00874255721853971,0.00874255721853971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,31.5015044749098,0.220685990095574,0.127413115788059,NaN
,1-SYBR,ugt-31,RB2060,,1,0,0.346865703151424,0.346865703151424,NaN,0.200263007087124,0.200263007087124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,28.1649561962969,0.500421429791023,0.288918447198105,NaN
,1-SYBR,ugt-31,RB2060 treated,,0.162784070106226,-2.61896856913584,0.0254674332495204,0.0254674332495204,NaN,0.0147036294421794,0.0147036294421794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,30.7839247654327,0.225708446958462,0.130312832609841,NaN
