,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,60,14.9477346210854,7.0650071074424,10.7783156674097,11.1279582598645,9.24021264445469,7.15846560811951,4.58451051395014,3.02221664296917,5.04595286417521,7.7383744567212,6.35841963053326,0.797303013825456,12.5608024259573,9.43525646834973,11.6273631739552,9.57966278481786,10.8224144543315,-6.24839478431727,4.98704338315065,-4.47135123872954,-10.4881640739834,-6.71297617108007,-9.29063735352725,-5.18132823882615,8.60583327662448,15.2461180973742,14.1952827035198,12.4203459207843,12.3218690444285,8.65929018147335,10.635183506909,4.10348092663799,-8.29160728290026,-4.47413425493937,-4.4336242727577,6.31210404014632,20.5847972709396,29.1007587084889,27.4111476875171,30.9259023294819,28.4640873476649,24.1587865969027,16.0300829378157,12.6984344273851,14.3601615876833,19.8970964348071,14.7131080344329,20.0282068490349,3.94500212524827,0.45930897844687,10.8749262683505,12.1572020235674,7.48472345771097,7.05602020403785,-0.324321054170866,-0.203940099682541,-0.380668856291891,-0.50438273445684,-0.533910479945689,-0.581043185830481,9.09639166321745,18.9358948784763,15.8649979580591,18.6408911261494,15.8388529253821,4.9957088911749,-0.365395878715617,0.116049844785778,-0.0159335459990189,0.0408012878158388,-0.268549756531627,-0.359225109702152,7.81156619678814,14.70683527196,14.0193800537352,9.75387579289827,9.17287324724771,14.7206540514208,-0.653413834891069,-0.185947179112304,-0.237280601651435,-0.124815059854825,-0.484040882527211,-0.181809259135434,20.3401533808292,25.9336487843216,28.1112266090183,13.754723673799,16.3258475124417,19.176269702048,-0.388889167577076,-0.226578212567915,0.261047130216355,-0.160348818182626,0.0087077353849736,-0.224035427635556
,60.5,32.3867583456847,15.3075153994582,23.3530172793862,24.1105762297091,20.0204607296521,15.5100088175923,9.93310611356151,6.54813605976574,10.932897872382,16.7664779895629,13.7765758661549,1.72748986328855,27.2150719229101,20.4430556814252,25.1926202102361,20.7559360337689,23.448564651052,-13.5381886993528,10.8052606634931,-9.68792768391427,-22.7243554936299,-14.5447817040044,-20.1297142659776,-11.2262111841212,18.6459720993544,33.033255877644,30.7564458576251,26.9107494950347,26.6973829295921,18.7617953931917,23.0428975983052,8.89087534105079,-17.9651491129516,-9.69395755236837,-9.60618592431069,13.6762254203202,44.6003940870373,63.0516438683908,59.3908199896212,67.0061217138796,61.6721892532757,52.3440376266246,34.7318463652673,27.5132745926685,31.1136834399804,43.1103756087505,31.8784007412719,43.3944481729088,8.54750460470245,0.995169453301287,23.5623402480937,26.3406043843984,16.2169008250394,15.2880437754177,-0.702695617369955,-0.44187021597844,-0.824782521965631,-1.09282925798942,-1.15680603988193,-1.25892690263271,19.7088486036375,41.0277722366993,34.3741622424641,40.3885974399891,34.3175146716601,10.8240359308797,-0.791691070550769,0.251441330369119,-0.0345226829978742,0.0884027902680486,-0.581857805818458,-0.778321071021196,16.9250600930418,31.864809755916,30.3753234497588,21.1333975512778,19.8745587023698,31.8947504447426,-1.41572997559706,-0.402885554743989,-0.514107970244709,-0.270432629685331,-1.04875524547549,-0.39392006145971,44.0703323251284,56.189572366028,60.9076576528746,29.8019012932327,35.37266961029,41.5485843544386,-0.842593196416999,-0.490919460563816,0.565602115468835,-0.347422439395757,0.0188667600007761,-0.485410093210305
,61,29.8954692421705,14.1300142148827,21.5566313348181,22.2559165197331,18.4804252889096,14.316931216239,9.169021027903,6.04443328593766,10.0919057283543,15.4767489134426,12.7168392610661,1.59460602765097,25.1216048519186,18.8705129367002,23.2547263479103,19.1593255696312,21.6448289086634,-12.49678956863,9.97408676629971,-8.94270247745931,-20.9763281479643,-13.4259523421563,-18.5812747070563,-10.3626564776484,17.2116665532537,30.4922361947483,28.3905654070368,24.8406918415722,24.6437380888524,17.3185803629463,21.2703670138201,8.20696185327779,-16.5832145658014,-8.94826850987693,-8.86724854551744,12.6242080802972,41.1695945418805,58.2015174169744,54.8222953750349,61.8518046589656,56.9281746953316,48.3175731938093,32.0601658756314,25.3968688547691,28.7203231753665,39.7941928696175,29.4262160688663,40.0564136980679,7.89000425049289,0.918617956893513,21.7498525367018,24.3144040471386,14.969446915421,14.112040408078,-0.64864210834196,-0.407880199364229,-0.761337712583668,-1.00876546891288,-1.06782095989058,-1.16208637166051,18.1927833264347,37.871789756955,31.7299959161228,37.2817822522941,31.6777058507598,9.99141778235207,-0.730791757431462,0.232099689571498,-0.031867091997583,0.0816025756324734,-0.537099513063595,-0.71845021940419,15.6231323935806,29.4136705439241,28.0387601074697,19.5077515857947,18.3457464944952,29.4413081028392,-1.30682766978231,-0.371894358225688,-0.47456120330321,-0.249630119709991,-0.968081765054308,-0.363618518270073,40.6803067616562,51.8672975686393,56.222453218038,27.5094473476003,32.6516950248823,38.3525394040971,-0.777778335153698,-0.453156425135376,0.522094260432766,-0.32069763636531,0.017415470770402,-0.448070855271055
,61.5,29.8954692421673,14.1300142148855,21.5566313348054,22.2559165197304,18.4804252888925,14.3169312162402,9.16902102790982,6.04443328593084,10.0919057283434,15.4767489134615,12.716839261067,1.59460602764597,25.1216048519159,18.8705129367138,23.2547263478941,19.1593255696462,21.6448289086538,-12.4967895686414,9.97408676629584,-8.94270247745067,-20.9763281479588,-13.4259523421642,-18.5812747070515,-10.3626564776537,17.2116665532428,30.4922361947383,28.3905654070215,24.8406918415717,24.6437380888465,17.3185803629442,21.2703670138164,8.20696185326824,-16.5832145658176,-8.94826850989011,-8.86724854552358,12.6242080802899,41.1695945418815,58.2015174169746,54.8222953750317,61.8518046589795,56.9281746953361,48.3175731938156,32.0601658756336,25.3968688547777,28.7203231753624,39.794192869613,29.4262160688759,40.0564136980704,7.89000425050222,0.918617956897378,21.7498525367205,24.3144040471575,14.9694469154299,14.1120404080748,-0.648642108335878,-0.407880199364911,-0.761337712579859,-1.00876546891675,-1.06782095988513,-1.16208637166227,18.1927833264451,37.87178975695,31.7299959161171,37.2817822522909,31.677705850773,9.99141778234252,-0.730791757427767,0.232099689568258,-0.0318670919998567,0.0816025756337808,-0.537099513060355,-0.718450219401007,15.6231323935801,29.4136705439471,28.038760107469,19.5077515858006,18.3457464944981,29.4413081028479,-1.30682766977651,-0.371894358222221,-0.47456120329764,-0.249630119713572,-0.96808176506164,-0.363618518272915,40.6803067616549,51.867297568632,56.2224532180333,27.5094473475946,32.6516950248973,38.3525394040823,-0.777778335156199,-0.45315642513026,0.522094260428787,-0.320697636365935,0.0174154707736989,-0.448070855273045
,62,29.8954692421951,14.1300142148593,21.5566313349198,22.2559165197358,18.4804252890331,14.3169312162374,9.16902102784252,6.04443328597904,10.0919057284245,15.4767489133169,12.7168392610533,1.59460602768598,25.1216048519311,18.8705129366028,23.2547263480169,19.1593255695368,21.6448289087343,-12.4967895685527,9.97408676632494,-8.94270247752797,-20.9763281480045,-13.4259523421049,-18.5812747070747,-10.3626564776307,17.2116665533197,30.4922361948206,28.3905654071457,24.8406918415583,24.6437380888997,17.3185803629606,21.2703670138346,8.20696185332167,-16.5832145656966,-8.94826850978029,-8.86724854546787,12.6242080803397,41.1695945418576,58.2015174169835,54.8222953750612,61.8518046588561,56.9281746952902,48.3175731937481,32.0601658756154,25.3968688547156,28.7203231753933,39.7941928696298,29.4262160688013,40.0564136980533,7.89000425043832,0.918617956866456,21.7498525365818,24.3144040469895,14.9694469153608,14.1120404080878,-0.648642108384593,-0.40788019936258,-0.761337712609873,-1.0087654688889,-1.06782095993185,-1.16208637164914,18.1927833263615,37.8717897569989,31.7299959161314,37.281782252322,31.6777058506698,9.99141778242483,-0.730791757459372,0.232099689592587,-0.03186709198269,0.0816025756186036,-0.537099513083717,-0.718450219424881,15.6231323935717,29.4136705437572,28.0387601074744,19.5077515857702,18.3457464944745,29.4413081027872,-1.30682766982341,-0.371894358246209,-0.474561203341636,-0.249630119685492,-0.968081765000932,-0.363618518252849,40.6803067616671,51.8672975687059,56.2224532180567,27.5094473476347,32.6516950247792,38.352539404194,-0.777778335135622,-0.453156425171017,0.522094260462211,-0.320697636361388,0.0174154707459024,-0.448070855257129
,62.5,29.0889894510892,13.0446102842277,20.7398533007101,21.3980442648992,17.4077672259132,13.5488833761174,8.36898930440066,5.10135642571709,9.0911407948031,14.5636797350523,12.0228978287369,1.75378780887223,24.2756690807298,18.0159858385541,22.3287081274771,18.2851384126357,20.8208505157918,-13.258361968034,9.13173346932035,-9.82065684143026,-21.6437695142799,-13.9479853781529,-19.5181480174008,-11.1262736594369,16.2502980494121,29.7735773161689,27.5058704004455,23.908223371398,23.7555001221083,16.4043740922978,20.5211044002233,7.31404968311222,-17.2204964837438,-9.77654187090593,-9.57762341059993,11.7794679182537,40.5421713816404,57.4918400766137,54.1520623478182,61.2264633136188,56.1700427607791,47.7427324574237,31.5793779722892,24.629398011009,27.9663440078073,39.1944411585116,28.8631146847804,39.4308982577936,7.18478121275552,0.416607803330407,20.9604631447776,23.4299867691766,14.1535048568715,13.2721712217269,-0.617819597666653,-0.410291858006588,-0.774385069534787,-1.06336467184724,-1.03707128095374,-1.17641871616524,17.3363964137782,36.972910841479,30.7252448159584,36.284806087885,30.7666119251119,9.14774316732792,-0.719109262704592,0.235951542452824,-0.0271984922335378,0.068670710275228,-0.571646019310435,-0.779186255523427,14.6591989753499,28.3913843550195,27.0682473199618,18.7023113548744,17.357811230052,28.4039303656455,-1.30867103454983,-0.419824360864823,-0.47325169587873,-0.305329795376053,-1.00112520811103,-0.314881138179032,40.1034120424549,51.2569984502898,55.4566454586013,26.9551526458155,32.0350953975762,37.6748668002098,-0.76714574551545,-0.418273572322221,0.553342198405915,-0.290884733866449,-0.0152535265783058,-0.457939097820827
,63,33.9511096465872,19.4840226644949,25.7040145497406,26.6067987710708,24.0462383719366,18.1598069117008,13.3320025314126,10.80888523113,15.1579394785276,20.1563655833452,16.3515637275373,0.626699532392536,29.391477700472,23.1816659730339,28.0129021604598,23.644655129719,25.8908008601452,-8.69287842261542,14.3512518989767,-4.54830613362037,-17.5814832127542,-10.8307350055381,-13.8723124113938,-6.44144669975094,22.0483666549712,34.146204247405,32.9432566931839,29.568107775787,29.1683602425103,21.9751952052909,25.0521771795502,12.8488522253958,-13.4113754792438,-4.7114535450728,-5.17349503047876,16.8986218597449,44.2673657032049,61.8529270247698,58.3114609158381,65.1414890714948,60.7358032387967,51.2925367854771,34.4832414942694,29.2345760298113,32.4974454595535,43.0471415989616,32.284071014938,43.1903798685103,11.2885742590388,3.51678237457077,25.8651830778151,28.973298129589,19.1950382664854,18.4690970735526,-0.850985535398593,-0.365475863700283,-0.670799793571291,-0.683252366375427,-1.26378652125607,-1.05767567044558,22.4466184187061,42.5869253694498,36.9134757028889,42.4283407070479,36.3876925897318,14.27135422124,-0.844514305621658,0.267023862992914,-0.0539698708405467,0.184582578277741,-0.317001855444175,-0.35509944930584,20.4142856071996,34.6662275291651,32.9968680800159,23.6881221539361,23.3379285103006,34.9413198847544,-1.34392017613976,-0.0599472720929839,-0.494544086008887,0.102332409705923,-0.802368109380382,-0.602940097158353,43.6343969327561,54.9047413764429,60.2208017863455,30.2772591249309,35.7217103106429,41.8485754907009,-0.861613497665928,-0.734636412003283,0.327559338406274,-0.47267550624872,0.225423220521293,-0.412199188548584
,63.5,44.3436596855927,34.1064989627778,36.0132444728856,37.4259890406972,36.902182554034,28.2554471081764,22.8693987868899,22.9200431397383,27.7732640019392,31.4401217030331,24.4384844274434,-0.409348320570587,40.2305946126712,34.1911621496342,39.3851608047905,34.4123614404784,35.9672220897141,1.1954489325733,24.5003145656694,6.82058683508717,-9.37919889933937,-3.89255936208679,-1.83866375201046,2.93862450154325,34.3567831399555,43.1821177195088,43.7861291397485,41.4938680798923,40.4657685038269,33.5403649919776,34.5774747836865,23.3937476159003,-5.08284117088533,5.42700575866138,3.03498106701841,27.5552579163091,52.7224457950351,70.6278772560465,66.2632033170382,72.2935757580203,70.6809973748123,58.2206354772525,40.7066377285025,39.2243724043919,42.2987962145642,49.2683755246576,39.2865124177251,51.3062262271542,21.301124236488,9.64011715867787,35.2033968407052,39.2753088269287,29.0631852367178,28.526609347442,-0.955621779233638,-0.565908267698376,-0.630053715263784,-0.310865448117966,-1.40565254206967,-1.07689148918433,33.8500885299009,53.079521813914,49.3054707529272,54.6566639291807,47.4847511613743,24.9645016648615,-0.594250453131963,-0.165919796175444,-0.0502319752093854,0.174266252332586,-0.133155549261801,0.0708815149558291,33.132164144783,47.2039547341039,45.1837756299624,33.3920822045025,36.0765991627068,46.6857764054496,-1.03955193956227,0.163497523682565,-0.397028750236302,0.388175907652737,-0.336559874946147,-1.31962960248183,50.7826543604983,62.9624545948936,69.3014764558981,37.4732313334528,43.8803322793298,50.1192771168395,-0.837489122090517,-0.461140903294677,0.166634346253034,-0.920548766154013,0.394363009041228,-0.187566051512079
,64,53.6002068519979,47.7391772149122,44.5972021988362,46.8215936214553,46.5267134825137,36.8180598563838,29.805593174767,32.7931423478544,39.2950125607711,40.3866280118079,30.1814452489255,-0.0766094024768904,49.3483066125182,43.2144825846135,48.365649513541,43.0008012596463,43.6650007159583,10.6472841482937,31.3481586616854,17.4286433848979,-1.39151788545587,2.04508656766848,9.09238325938918,10.4554823703988,45.6258735098645,50.8275592458497,52.1502496306216,50.8427376779093,48.6538992962139,42.4053375610331,43.2309224427727,31.8470927556907,2.98262492175263,14.5279309021967,10.8860326757369,37.1419261636102,60.378807865294,76.8179195848627,72.2134970927477,77.8131397834024,78.5673804251994,63.5156172396116,45.6021380007246,48.3006532211284,50.8999472683761,53.5657345859374,45.9342435734318,58.5375100162332,30.9252875701957,13.7506019717046,42.0926474685471,45.5729241902054,36.2189174411569,36.2479616450121,-0.774356852637652,-0.612025937726912,-0.959807221342885,-0.150338481137396,-1.2803338249127,-1.34209092121881,43.9253749311767,60.4132649855101,57.6982881679501,63.7300129866394,55.5074484823745,33.9503127463465,-0.469377350094874,-0.546632259805563,-0.636663185986095,-0.555441734624708,-0.460968062437701,0.104288019159071,44.966705603556,57.3594041854255,54.3624094757265,40.272920186281,46.2347259714238,54.3363230233585,-0.352453271283366,-0.444732677533466,-0.44426890295631,0.100353120362172,-0.183836813311927,-1.63187824931231,56.5073470095524,70.3525986216,75.4921892701879,44.4241699018434,51.0414283624968,56.2734753697744,-0.380412999439159,-0.0133395497878155,0.260776490322939,-0.67453614168511,0.163031975807485,0.015169404652454
,64.5,61.4278731523384,60.2352635943093,52.4842470886754,55.30568988147,54.5422621388195,43.48509732612,35.3579201784253,41.3867275426494,49.8415576423952,48.3536999019875,36.5540788704186,-0.0530635391946248,58.0466988233295,51.1352494191251,55.8891452780554,50.3470356865125,49.5518299210958,20.0365189901045,36.913635447801,28.0582133817354,7.79797963518195,8.57825361739901,19.9389161483987,16.67386556062,56.6888090019559,57.2256914158231,59.0401837531003,57.9001633307637,54.4754569096569,48.8976169946177,51.2199067528873,40.0732119166516,11.3872019297369,23.4692293746702,19.2676694364548,47.1189077665265,67.6378598901927,81.8856163225362,77.1639147860083,82.6483034634712,84.0889098976356,68.0836242306144,50.5842489772947,57.4872929826927,59.8685935907272,57.7039968919305,52.5695554935887,66.081422306502,40.1864811170531,17.2538621292213,47.9641986121471,49.9079820194918,42.1364145684768,42.1791756441457,-0.330598131756119,-0.374584711013313,-1.28689312704194,-0.175001167059236,-0.995290846264993,-1.02335185315724,53.1364058316592,65.7610309429967,63.3578517915489,66.9757405606094,61.3927815512341,40.8748146393846,-0.66025581921474,-0.62064435045545,-1.07084448117934,-1.04376540314155,-0.789263334038822,-0.117738868597769,56.8888918988741,65.0306602488768,61.5069291503221,45.5032450497877,53.3687888348234,60.8143040884254,-0.349843214877467,-0.999325649446178,-0.740775988993505,-0.258221284037234,-0.254465801510321,-1.45514166257425,61.1136165395683,76.5933342272184,80.5347529498481,51.1963439346408,57.9247817550985,61.4126365947693,-0.190503608907193,-0.105574202327205,-0.300469453352946,-0.63320202361092,-0.407673789382613,0.104497636246151
