"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol"
"Y65B4BL.6",587.81335276145,0.223933395271096,0.303897869045117,0.150358902994834,0.448162631488047,"Y65B4BL.6"
"Y65B4BL.1",2536.79387170292,-0.0215098040840994,0.252539984577936,0.841230263038821,0.936720411295812,"Y65B4BL.1"
"Y65B4BM.3",3613.23158531332,-0.010234628017197,0.249666748384912,0.944420993128373,0.978229358807017,"Y65B4BM.3"
"Y65B4BR.8",489.012163603791,0.168459946518463,0.274968103464414,0.255299806885433,0.562428464694623,"Y65B4BR.8"
"Y65B4BR.5",55489.1348945982,0.296841437470227,0.34157063045988,0.0818656760900447,0.350093201612064,"Y65B4BR.5"
"Y65B4BR.4",5551.13961971281,-0.085116911528849,0.219579840088441,0.551862808969725,0.782579815365982,"Y65B4BR.4"
"Y65B4BR.3",1680.69226428299,-0.0302133394075437,0.210530167702635,0.84687287975062,0.938848213049503,"Y65B4BR.3"
"Y65B4BR.1",196.327098518412,0.0983282025238137,0.278269711334488,0.338424329093407,0.638839056683279,"Y65B4BR.1"
"Y65B4BR.9",65.7970728910396,0.0543627332529572,0.279072389024894,0.406489847115222,0.687834454992915,"Y65B4BR.9"
"F56A6.5",2.08292566417072,-0.00171700262705303,0.280424248623316,0.934192618950852,NA,"F56A6.5"
"F56A6.8",0,NA,NA,NA,NA,"F56A6.8"
"F56A6.1",88.8643932086603,-0.0780670500115964,0.284615674661228,0.2823697367643,0.587237869543165,"F56A6.1"
"Y65B4A.6",1901.39398630817,0.341992746788637,0.224785356096851,0.0390637714570838,0.263463683418579,"Y65B4A.6"
"Y65B4A.3",2455.08637690386,0.0812073284206083,0.185552618163592,0.562314883040014,0.789225555374176,"Y65B4A.3"
"Y65B4A.2",1155.79083086237,-0.0311897129192587,0.186699153322371,0.824327534034991,0.928720410564237,"Y65B4A.2"
"Y65B4A.1",1057.24172760527,-0.0820667701782676,0.220712791036709,0.596213097136794,0.811195223242694,"Y65B4A.1"
"Y65B4A.8",865.375239728051,0.197215944943413,0.273342873540791,0.196377746437993,0.506326435006574,"Y65B4A.8"
"Y18H1A.14",9.39260423535365,-0.0373520547999631,0.281701290169044,0.369990352303874,0.663431430885125,"Y18H1A.14"
"Y18H1A.11",321.910910822076,-0.199075156724451,0.244915020169591,0.190672789293294,0.499342032347837,"Y18H1A.11"
"Y18H1A.10",4.69515007850119,0.0166512538698752,0.28082533999517,0.107660751791439,0.391223523069167,"Y18H1A.10"
"Y18H1A.3",983.186670144137,0.336903601067428,0.339458129500745,0.0661517860846857,0.32180208819511,"Y18H1A.3"
"Y18H1A.15",16.4791116252994,0.0474548494715503,0.282128093748598,0.298516376759378,0.603243360265796,"Y18H1A.15"
"Y18H1A.18",21.842693700297,-0.00639726917208695,0.271273905410253,0.928199176633089,0.97204335071327,"Y18H1A.18"
"Y18H1A.13",682.066584533641,0.118768706808798,0.217989376199454,0.425012319211043,0.70183890505168,"Y18H1A.13"
"Y18H1A.12",110.020578528386,-0.0154928877285113,0.25191766983003,0.880134598555211,0.953526551525281,"Y18H1A.12"
"Y18H1A.8",31.012358238102,0.00747470220848168,0.276430411565329,0.865226035012589,0.947742775269127,"Y18H1A.8"
"T06A4.2",5.10880616085296,0.0163718862713919,0.280874364804432,0.373197325495041,0.665688632473158,"T06A4.2"
"T06A4.3",924.554414365522,0.21962552342585,0.220951304773097,0.164633786400663,0.468181034040762,"T06A4.3"
"ZC123.1",1843.81007277144,0.366372138105962,0.198750285141485,0.0199056318264896,0.197890537449473,"ZC123.1"
"ZC123.4",904.012382749278,0.125896481782201,0.209559690291926,0.397021959110163,0.681940892224298,"ZC123.4"
"Y95B8A.8",1458.67953164086,0.0605837643018585,0.205958919689196,0.657971913691015,0.848383080974925,"Y95B8A.8"
"Y95B8A.10",1417.69770852716,0.105992968203387,0.217152267363461,0.42840837183579,0.703436916870772,"Y95B8A.10"
"Y95B8A.6",822.297437387349,0.182064060075072,0.270146002258389,0.202708318656733,0.514089747881031,"Y95B8A.6"
"Y95B8A.5",533.938082913285,-0.361029392511532,0.242426338575485,0.0339574005334144,0.248249052211866,"Y95B8A.5"
"Y95B8A.4",9.81554642529843,-0.00344336483069415,0.278342498120339,0.928383489495597,0.972107833394259,"Y95B8A.4"
"Y95B8A.1",2700.30974443553,0.0469016882680014,0.137589966272157,0.694972686435693,0.869145171915908,"Y95B8A.1"
"Y34D9B.1",930.884991748796,0.285541580963713,0.270695042685587,0.0926070197378958,0.369119806220674,"Y34D9B.1"
"F54A5.2",905.809398266051,0.0832242373468973,0.222649424125245,0.52910414418645,0.770502876351788,"F54A5.2"
"F54A5.3",837.892715529124,0.0326217933758523,0.205600232626792,0.840024471809622,0.936521779183744,"F54A5.3"
"F54A5.1",597.860404863255,0.203960455962088,0.244906257056326,0.204769531412324,0.515356382248135,"F54A5.1"
"C54G6.3",107.543127370526,0.0228103587395272,0.253437475326216,0.844533720485567,0.937843181309527,"C54G6.3"
"C54G6.2",50.9927912674457,0.351522977427152,0.583997940109942,0.0239262451348856,0.216500136923672,"C54G6.2"
"Y34D9A.1",1956.83552396531,0.0302073685002737,0.20285850272459,0.837340641232902,0.935321937650632,"Y34D9A.1"
"Y34D9A.4",977.199485372552,0.108282977808568,0.163186647350232,0.400831768033342,0.684398852922721,"Y34D9A.4"
"Y34D9A.3",444.251532160547,0.0239680767865702,0.200129777786614,0.855260383399813,0.943184485556853,"Y34D9A.3"
"Y34D9A.7",1754.7675401003,0.0763006242461137,0.190624563801996,0.63175463667293,0.83440620202566,"Y34D9A.7"
"Y34D9A.6",11316.49037669,0.224510915174436,0.287222925315849,0.15578553435963,0.454694232059512,"Y34D9A.6"
"Y34D9A.8",4079.42946769077,0.257881402906649,0.328401476150871,0.109228024666662,0.394258937648475,"Y34D9A.8"
"Y34D9A.10",3111.6038563497,0.142311117252443,0.162703199820635,0.285963796909015,0.591391098319691,"Y34D9A.10"
"Y34D9A.2",205.142364963674,-0.0457619264583359,0.236210721889639,0.727375643385016,0.883678631752352,"Y34D9A.2"
"R06A10.2",752.582706699099,0.0539549327979338,0.252310257544303,0.647510891589582,0.842169253137586,"R06A10.2"
"R06A10.5",31.9888762338407,0.105549320346112,0.300410243050799,0.128782497357447,0.420691704957021,"R06A10.5"
"R06A10.4",386.452570139534,-0.174731570009684,0.222466995407293,0.223406989034251,0.53256343191629,"R06A10.4"
"ZK993.2",34.0703940374568,-0.00975670458276903,0.278641094823038,0.990003202456366,0.997155796779255,"ZK993.2"
"ZK993.5",16.3733666916393,0.00187479692056469,0.278207575383805,0.944249522307542,0.978229358807017,"ZK993.5"
"Y48G8AL.10",467.735081365428,-0.00785892318307414,0.182066854742486,0.958661417499821,0.98438663051371,"Y48G8AL.10"
"Y48G8AL.14",1027.02772885519,0.875733512306001,0.381515983264276,0.00131802153584498,0.044120212428709,"Y48G8AL.14"
"Y48G8AL.8",100435.174257829,0.25803583871897,0.284147146358481,0.118691871101386,0.40840507949619,"Y48G8AL.8"
"Y48G8AL.7",280.017692215565,0.259707134730741,0.348476589363447,0.104765791016434,0.385551125324455,"Y48G8AL.7"
"Y48G8AL.6",1360.90543828487,-0.126421711950099,0.285414501052651,0.282357548240294,0.587237869543165,"Y48G8AL.6"
"Y48G8AL.16",130.529320057594,0.0441809607571552,0.248843711203693,0.702204641789461,0.873333858648731,"Y48G8AL.16"
"Y48G8AL.12",5214.6660820044,0.923112382211784,0.458544759192606,0.00235536519635953,0.0639945539315767,"Y48G8AL.12"
"Y48G8AL.13",6687.70540456801,0.390871233079667,0.297808010416079,0.0377747838226163,0.259045826561344,"Y48G8AL.13"
"Y48G8AL.15",192.21471202809,0.228634980938993,0.370653439708691,0.0760416278038101,0.338883090713661,"Y48G8AL.15"
"Y48G8AR.1",1507.34983875259,-0.136230528791065,0.262146827483937,0.327835517561676,0.629791123105024,"Y48G8AR.1"
"K12C11.4",1778.77777698663,0.0155879533234869,0.232299445483695,0.902826053319205,0.960108474542994,"K12C11.4"
"K12C11.3",194.057682026541,-0.00898694965684533,0.24257344913341,0.938751261149245,0.975580157248565,"K12C11.3"
"K12C11.6",580.741106011789,0.0954111219662908,0.25867439188148,0.446619025357669,0.71585994970726,"K12C11.6"
"K12C11.7",232.347303971286,-0.0393280296316867,0.217118540138351,0.787536784889742,0.912427737675346,"K12C11.7"
"K12C11.2",2281.85780834515,0.12357376339087,0.198356138445252,0.397436232281753,0.682194676969324,"K12C11.2"
"K12C11.1",2137.01760406511,0.348460640807395,0.206920721893117,0.0323457928268384,0.245232018552805,"K12C11.1"
"Y92H12BL.1",1193.92627240319,0.218568863209106,0.265581378871715,0.189283701055137,0.497743290328406,"Y92H12BL.1"
"Y92H12BM.1",86.6918864025321,0.0306833136994204,0.269061573179508,0.705912964029045,0.875556690783356,"Y92H12BM.1"
"Y92H12BR.7",356.844062028069,-0.00430295009553328,0.213202535140577,0.995005238188993,0.998495983976589,"Y92H12BR.7"
"Y92H12BR.6",322.964757352813,0.307046100427273,0.335936662216991,0.0837922621597241,0.352731192395286,"Y92H12BR.6"
"Y92H12BR.2",469.600259762725,-0.0357040568122841,0.219625201157577,0.795852151813728,0.917068238801858,"Y92H12BR.2"
"Y92H12BR.3",3239.60601786124,0.0410514153641675,0.182121808758176,0.76640469143015,0.902055581391268,"Y92H12BR.3"
"Y92H12BR.8",1157.46184080225,0.156534678983681,0.22778930946178,0.313671524320555,0.617750966129064,"Y92H12BR.8"
"F37F2.2",874.959223920403,0.24612844337582,0.323576234165966,0.12067301662634,0.411194679668033,"F37F2.2"
"F47G6.4",396.877942312616,-0.129824628805036,0.285832413393976,0.281517460837222,0.586910718892265,"F47G6.4"
"F37F2.3",141.991866078977,-0.0064370338782361,0.278715733377394,0.746265041384134,0.893755738361591,"F37F2.3"
"F47G6.3",5.19906523756914,0.00952413679266428,0.280589544526434,0.92083915298069,0.969718758943841,"F47G6.3"
"F47G6.2",1410.83660437751,-0.0363106988843685,0.180258942781218,0.793295028660769,0.915607878604277,"F47G6.2"
"F47G6.1",599.687203367159,-0.380047889821072,0.192719909090879,0.0143789440833145,0.168993856487648,"F47G6.1"
"Y92H12A.5",1518.84163575035,-0.0724340411213136,0.20572277251096,0.613187185121253,0.821883061156752,"Y92H12A.5"
"Y92H12A.4",610.875904092016,-0.135946662946244,0.257011400982213,0.336498948237504,0.637124271617799,"Y92H12A.4"
"Y92H12A.2",2299.04464879799,-0.0271708579799,0.214941005952164,0.84914491300459,0.939798872340421,"Y92H12A.2"
"Y92H12A.1",1572.73747327666,-0.187691012739973,0.312146028493054,0.168451782415272,0.473058117906304,"Y92H12A.1"
"Y73E7A.3",312.251508067047,0.0733831280492906,0.228428705437343,0.600535492010134,0.813854709551703,"Y73E7A.3"
