"gene_symbol","lfc_treat_N2","padj_treat_N2","lfc_treat_RB","padj_treat_RB","lfc_geno_unt","padj_geno_unt","lfc_geno_trt","padj_geno_trt","lfc_gxe","padj_gxe","effect_class"
"C29F7.2",0.914613540512934,2.45092582743243e-08,0.984818629414849,6.9473831797203e-10,0.0653709099586201,0.896854102747139,0.113212165005454,0.655404537023227,0.0785646265538391,0.811175623053855,"NS"
"C29F7.3",-0.602599057759795,0.0408784209190398,-0.107822256115635,0.718374554196224,-0.139709487161047,0.735617137993344,0.0839512738417618,0.779572488455062,0.277813293772963,0.377793542987064,"NS"
"C29F7.4",NA,NA,0,NA,NA,NA,0,NA,NA,NA,"NS"
"C29F7.6",-0.100377104173063,0.401767040092043,-0.169620847700293,0.576839885833212,0.000932860231006373,0.986376852886034,0.00550883455779942,0.957160634432625,-0.00151890616869097,NA,"NS"
"F02D10.7",NA,NA,0,NA,NA,NA,0,NA,NA,NA,"NS"
"F02D10.6",-0.00154680953016424,0.981607413927034,-0.145754985386312,NA,0.00792019993186617,0.736800385897111,-0.000654388883911531,0.993299307345518,-0.00843251507193788,NA,"NS"
"F02D10.5",-0.0997625390470965,0.872307161713392,-1.10073577231269,0.00880781164603682,0.0654918586487838,0.868766858494842,-0.27060598776202,0.286514861622504,-0.549243547628417,0.169997025065088,"Treatment"
"F02D10.1",-0.00229356414674721,NA,0.128632778341232,NA,2.33360984610433e-06,0.99913668545153,0.0166231395286993,NA,0.00592555952289849,NA,"NS"
"F15A2.1",-0.399919770839079,0.480578217200076,-0.0273749801750513,0.952891653627518,0.0155935844489138,0.987244950247072,0.103474866157774,0.684429107247092,0.092153613113842,0.678858633598266,"NS"
"F15A2.2",0.105149639347794,0.773777967992389,-0.409863932800412,0.0604958084203916,0.278756197737655,0.379618388530417,-0.109223472974338,0.693653513732363,-0.485196486142573,0.152284733132515,"NS"
"F15A2.5",-0.000215549356354483,0.996976862010444,-0.185683602702095,0.643493351645333,-0.00723148101930121,0.968585499289066,-0.0466689997263083,0.705926674210525,-0.0259884169655087,0.739660070519504,"NS"
"F15A2.6",0.0403848418041593,0.954410209916519,-0.240446107699505,0.49450714018486,0.09837253013739,0.786118407473611,-0.0263432133827409,0.942700867636802,-0.134531306328524,0.591336267069968,"NS"
"H06A10.1",1.16585542828939,2.92180077644378e-05,0.291704241290114,0.256095829326494,1.3006503534798,1.5263107031168e-05,0.28415956787111,0.250165944343873,-0.584678857270902,0.127429384598264,"Additive"
"H06A10.2",0.0336699424356343,0.959095889885367,-0.446636178134465,0.294855728854877,0.0166664439060666,0.946267625747246,-0.0840360556477328,0.620864707948812,-0.076687933197542,0.448162631488047,"NS"
"F18H3.5",-0.175572631823258,0.709996775748509,-0.487297283144623,0.0945638145872014,0.127858445049486,0.764513320930901,-0.0548729114090172,0.87231060683626,-0.207600954146209,0.487719973032317,"NS"
"F18H3.1",0.39064513520454,0.248847584391459,0.573611904811703,0.0279628044487144,-0.0016485178632327,0.997614921711242,0.113447614382596,0.688920239595195,0.13664705352999,0.637124271617799,"NS"
"F18H3.4",1.87962259373146,2.82233177850375e-12,0.761183791365339,0.00365971036351429,0.286321550078557,0.392055273076848,-0.244884154525503,0.335072984876543,-0.857873102160658,0.0274274208542286,"Treatment"
"R01E6.6",0.295303394414957,0.604846819510682,-0.358627791755821,0.313920374366414,0.110369307842016,0.74616081002224,-0.131726523830848,0.605050064882948,-0.332099975697727,0.275090972205162,"NS"
"R01E6.2",0.497506882898576,0.221762151023495,0.689790955153646,0.029560511970254,0.0867002948815439,0.853202206753946,0.200628745019724,0.440379675201506,0.132715464504817,0.671579670149758,"NS"
