,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,tba-1,Unkn,N2,,21.3086716864942,21.3086716864942,0,NaN,NaN,NaN,0,68,
,A02,SYBR,tba-1,Unkn,N2,,21.1267545032984,21.1267545032984,0,NaN,NaN,NaN,0,68,
,A03,SYBR,tba-1,Unkn,N2,,21.179316100224,21.179316100224,0,NaN,NaN,NaN,0,68,
,A04,SYBR,tba-1,Unkn,FAU5,,21.4788203213494,21.4788203213494,0,NaN,NaN,NaN,0,68,
,A05,SYBR,tba-1,Unkn,FAU5,,21.4472418106343,21.4472418106343,0,NaN,NaN,NaN,0,68,
,A06,SYBR,tba-1,Unkn,FAU5,,21.4384423679343,21.4384423679343,0,NaN,NaN,NaN,0,68,
,A07,SYBR,tba-1,Unkn,N2 treated,,23.7308812196484,23.7308812196484,0,NaN,NaN,NaN,0,68,
,A08,SYBR,tba-1,Unkn,N2 treated,,23.5799289545189,23.5799289545189,0,NaN,NaN,NaN,0,68,
,A09,SYBR,tba-1,Unkn,N2 treated,,23.5878412377825,23.5878412377825,0,NaN,NaN,NaN,0,68,
,A10,SYBR,tba-1,Unkn,FAU5 treated,,22.0489527262972,22.0489527262972,0,NaN,NaN,NaN,0,68,
,A11,SYBR,tba-1,Unkn,FAU5 treated,,21.6912234140792,21.6912234140792,0,NaN,NaN,NaN,0,68,
,A12,SYBR,tba-1,Unkn,FAU5 treated,,22.2284068906749,22.2284068906749,0,NaN,NaN,NaN,0,68,
,B01,SYBR,oac-7,Unkn,N2,,29.4998268826493,29.4998268826493,0,NaN,NaN,NaN,0,68,
,B02,SYBR,oac-7,Unkn,N2,,29.5727838603278,29.5727838603278,0,NaN,NaN,NaN,0,68,
,B03,SYBR,oac-7,Unkn,N2,,29.3411972930124,29.3411972930124,0,NaN,NaN,NaN,0,68,
,B04,SYBR,oac-7,Unkn,FAU5,,29.6991709710983,29.6991709710983,0,NaN,NaN,NaN,0,68,
,B05,SYBR,oac-7,Unkn,FAU5,,29.8863639620577,29.8863639620577,0,NaN,NaN,NaN,0,68,
,B06,SYBR,oac-7,Unkn,FAU5,,29.7076256198934,29.7076256198934,0,NaN,NaN,NaN,0,68,
,B07,SYBR,oac-7,Unkn,N2 treated,,28.4938044731252,28.4938044731252,0,NaN,NaN,NaN,0,68,
,B08,SYBR,oac-7,Unkn,N2 treated,,28.2404699975989,28.2404699975989,0,NaN,NaN,NaN,0,68,
,B09,SYBR,oac-7,Unkn,N2 treated,,28.2422238627686,28.2422238627686,0,NaN,NaN,NaN,0,68,
,B10,SYBR,oac-7,Unkn,FAU5 treated,,27.0557936680417,27.0557936680417,0,NaN,NaN,NaN,0,68,
,B11,SYBR,oac-7,Unkn,FAU5 treated,,27.1370955907847,27.1370955907847,0,NaN,NaN,NaN,0,68,
,B12,SYBR,oac-7,Unkn,FAU5 treated,,27.7897687811582,27.7897687811582,0,NaN,NaN,NaN,0,68,
,C01,SYBR,nhr-58,Unkn,N2,,28.415719109512,28.415719109512,0,NaN,NaN,NaN,0,68,
,C02,SYBR,nhr-58,Unkn,N2,,28.3630976583131,28.3630976583131,0,NaN,NaN,NaN,0,68,
,C03,SYBR,nhr-58,Unkn,N2,,28.2819079157992,28.2819079157992,0,NaN,NaN,NaN,0,68,
,C04,SYBR,nhr-58,Unkn,FAU5,,29.0464990118555,29.0464990118555,0,NaN,NaN,NaN,0,68,
,C05,SYBR,nhr-58,Unkn,FAU5,,29.0606943618998,29.0606943618998,0,NaN,NaN,NaN,0,68,
,C06,SYBR,nhr-58,Unkn,FAU5,,29.0974252775275,29.0974252775275,0,NaN,NaN,NaN,0,68,
