"ENTREZID","SYMBOL","GO","EVIDENCE","ONTOLOGY"
"175881","hot-4","GO:0030424","IBA","CC"
"175881","hot-4","GO:0042048","IBA","BP"
"175881","hot-4","GO:0043025","IBA","CC"
"175881","hot-4","GO:1990834","IBA","BP"
"175882","esyt-2","GO:0005509","IBA","MF"
"175882","esyt-2","GO:0005544","IBA","MF"
"175882","esyt-2","GO:0005789","IBA","CC"
"175882","esyt-2","GO:0008429","IBA","MF"
"175882","esyt-2","GO:0031210","IBA","MF"
"175882","esyt-2","GO:0035091","IBA","MF"
"175884","T12A2.3",NA,NA,NA
"175885","gen-1","GO:0000077","IMP","BP"
"175885","gen-1","GO:0000724","IBA","BP"
"175885","gen-1","GO:0000724","IMP","BP"
"175885","gen-1","GO:0003677","IEA","MF"
"175885","gen-1","GO:0003824","IEA","MF"
"175885","gen-1","GO:0004518","IEA","MF"
"175885","gen-1","GO:0004519","IEA","MF"
"175885","gen-1","GO:0005634","ISS","CC"
"175885","gen-1","GO:0005737","ISS","CC"
"175885","gen-1","GO:0006281","IEA","BP"
"175885","gen-1","GO:0008630","IMP","BP"
"175885","gen-1","GO:0008821","IDA","MF"
"175885","gen-1","GO:0017108","IBA","MF"
"175885","gen-1","GO:0046872","IEA","MF"
"175885","gen-1","GO:0061064","IMP","BP"
"175886","stt-3","GO:0004576","IEA","MF"
"175886","stt-3","GO:0004579","IBA","MF"
"175886","stt-3","GO:0004579","IEA","MF"
"175886","stt-3","GO:0005783","IEA","CC"
"175886","stt-3","GO:0005789","IEA","CC"
"175886","stt-3","GO:0006486","IEA","BP"
"175886","stt-3","GO:0016020","IEA","CC"
"175886","stt-3","GO:0016757","IEA","MF"
"175886","stt-3","GO:0018279","IBA","BP"
"175886","stt-3","GO:0043687","IBA","BP"
"175886","stt-3","GO:0046872","IEA","MF"
"175887","amdh-1","GO:0005737","IEA","CC"
"175887","amdh-1","GO:0006547","IEA","BP"
"175887","amdh-1","GO:0006548","IBA","BP"
"175887","amdh-1","GO:0016787","IEA","MF"
"175887","amdh-1","GO:0016810","IEA","MF"
"175887","amdh-1","GO:0016812","IEA","MF"
"175887","amdh-1","GO:0019556","IEA","BP"
"175887","amdh-1","GO:0019557","IEA","BP"
"175887","amdh-1","GO:0046872","IEA","MF"
"175887","amdh-1","GO:0050480","IBA","MF"
"175887","amdh-1","GO:0050480","IEA","MF"
"175888","C18F10.2",NA,NA,NA
"175889","C18F10.7","GO:0005737","IBA","CC"
"175889","C18F10.7","GO:0005770","IEA","CC"
"175889","C18F10.7","GO:0005886","IEA","CC"
"175889","C18F10.7","GO:0016020","IEA","CC"
"175890","hmg-1.2","GO:0000976","IDA","MF"
"175890","hmg-1.2","GO:0001708","IMP","BP"
"175890","hmg-1.2","GO:0003677","IEA","MF"
"175890","hmg-1.2","GO:0005515","IPI","MF"
"175890","hmg-1.2","GO:0005634","IDA","CC"
"175890","hmg-1.2","GO:0005634","IEA","CC"
"175890","hmg-1.2","GO:0008406","IMP","BP"
"175890","hmg-1.2","GO:0016055","IGI","BP"
"175890","hmg-1.2","GO:0040025","IMP","BP"
"175890","hmg-1.2","GO:0045944","IMP","BP"
"175891","F47D12.7","GO:0005737","IBA","CC"
"175891","F47D12.7","GO:0031463","IBA","CC"
"175891","F47D12.7","GO:0043161","IBA","BP"
"175891","F47D12.7","GO:1990756","IBA","MF"
"175892","F47D12.9","GO:0080008","IBA","CC"
"175893","gar-2","GO:0004930","IEA","MF"
"175893","gar-2","GO:0005886","IBA","CC"
"175893","gar-2","GO:0005886","IEA","CC"
"175893","gar-2","GO:0007186","IDA","BP"
"175893","gar-2","GO:0007186","IEA","BP"
"175893","gar-2","GO:0007186","IGI","BP"
"175893","gar-2","GO:0007186","IMP","BP"
"175893","gar-2","GO:0007187","IBA","BP"
"175893","gar-2","GO:0007197","IBA","BP"
"175893","gar-2","GO:0007213","IEA","BP"
"175893","gar-2","GO:0007268","IBA","BP"
"175893","gar-2","GO:0008227","IEA","MF"
"175893","gar-2","GO:0009410","IGI","BP"
"175893","gar-2","GO:0009410","IMP","BP"
"175893","gar-2","GO:0016020","IEA","CC"
"175893","gar-2","GO:0016907","IBA","MF"
"175893","gar-2","GO:0016907","IDA","MF"
"175893","gar-2","GO:0016907","IEA","MF"
"175893","gar-2","GO:0016907","IGI","MF"
"175893","gar-2","GO:0016907","IMP","MF"
"175893","gar-2","GO:0030424","IDA","CC"
"175893","gar-2","GO:0030424","IEA","CC"
"175893","gar-2","GO:0030425","IBA","CC"
"175893","gar-2","GO:0032223","IGI","BP"
"175893","gar-2","GO:0032223","IMP","BP"
"175893","gar-2","GO:0042995","IEA","CC"
"175893","gar-2","GO:0045202","IBA","CC"
"175893","gar-2","GO:0045202","IEA","CC"
"175893","gar-2","GO:0098664","IEA","BP"
"175893","gar-2","GO:1901699","IEA","BP"
"175894","C56G2.4",NA,NA,NA
"175895","let-767","GO:0005783","IBA","CC"
"175895","let-767","GO:0005783","IDA","CC"
"175895","let-767","GO:0006633","IEA","BP"
"175895","let-767","GO:0006694","IDA","BP"
"175895","let-767","GO:0006694","IEA","BP"
"175895","let-767","GO:0008209","IMP","BP"
"175895","let-767","GO:0008210","IMP","BP"
"175895","let-767","GO:0016491","IEA","MF"
"175895","let-767","GO:0018996","IMP","BP"
"175895","let-767","GO:0030283","IDA","MF"
"175895","let-767","GO:0030497","IBA","BP"
"175895","let-767","GO:0032502","IMP","BP"
"175895","let-767","GO:0042445","IMP","BP"
"175895","let-767","GO:0042759","IDA","BP"
"175895","let-767","GO:0045179","IDA","CC"
"175895","let-767","GO:0045197","IMP","BP"
"175895","let-767","GO:0050062","IDA","MF"
"175895","let-767","GO:0072582","IEA","MF"
"175895","let-767","GO:0141040","IEA","MF"
"175898","akap-1","GO:0003676","IEA","MF"
"175898","akap-1","GO:0003723","IEA","MF"
"175898","akap-1","GO:0005575","ND","CC"
"175898","akap-1","GO:0005739","IEA","CC"
"175898","akap-1","GO:0016020","IEA","CC"
"175899","C56G2.15","GO:0004596","IBA","MF"
"175899","C56G2.15","GO:0005737","IBA","CC"
"175899","C56G2.15","GO:0008064","IBA","BP"
"175899","C56G2.15","GO:0008080","IEA","MF"
"175899","C56G2.15","GO:0016747","IEA","MF"
"175899","C56G2.15","GO:1905502","IBA","MF"
"175900","thoc-2","GO:0000347","IEA","CC"
"175900","thoc-2","GO:0000347","ISS","CC"
"175900","thoc-2","GO:0000445","IBA","CC"
"175900","thoc-2","GO:0003729","IBA","MF"
"175900","thoc-2","GO:0005634","IEA","CC"
"175900","thoc-2","GO:0006397","IEA","BP"
"175900","thoc-2","GO:0006406","IBA","BP"
"175900","thoc-2","GO:0006406","IEA","BP"
"175901","rps-13","GO:0003735","IBA","MF"
"175901","rps-13","GO:0003735","IEA","MF"
"175901","rps-13","GO:0005634","IEA","CC"
"175901","rps-13","GO:0005730","IBA","CC"
"175901","rps-13","GO:0005730","IEA","CC"
"175901","rps-13","GO:0005737","IEA","CC"
"175901","rps-13","GO:0005840","IEA","CC"
"175901","rps-13","GO:0006412","IEA","BP"
"175901","rps-13","GO:0022627","IBA","CC"
"175901","rps-13","GO:0032040","ISS","CC"
"175901","rps-13","GO:0042274","ISS","BP"
"175901","rps-13","GO:0070181","IBA","MF"
"175901","rps-13","GO:1990904","IEA","CC"
"175902","nfx-1","GO:0000122","IBA","BP"
"175902","nfx-1","GO:0000977","IBA","MF"
"175902","nfx-1","GO:0000981","IBA","MF"
"175902","nfx-1","GO:0003676","IEA","MF"
"175902","nfx-1","GO:0003677","IEA","MF"
"175902","nfx-1","GO:0003700","IEA","MF"
"175902","nfx-1","GO:0005634","IBA","CC"
"175902","nfx-1","GO:0005634","IEA","CC"
"175902","nfx-1","GO:0008270","IEA","MF"
"175902","nfx-1","GO:0046872","IEA","MF"
"175903","C16A3.6","GO:0000460","IBA","BP"
"175903","C16A3.6","GO:0000470","IBA","BP"
"175903","C16A3.6","GO:0005634","IEA","CC"
"175903","C16A3.6","GO:0005730","IBA","CC"
"175903","C16A3.6","GO:0005730","IEA","CC"
"175903","C16A3.6","GO:0030687","IBA","CC"
"175904","C16A3.5","GO:0005739","IEA","CC"
"175904","C16A3.5","GO:0005743","IEA","CC"
"175904","C16A3.5","GO:0006120","IEA","BP"
"175904","C16A3.5","GO:0045271","IBA","CC"
"175904","C16A3.5","GO:0098803","IEA","CC"
"175905","znf-622","GO:0003676","IEA","MF"
"175905","znf-622","GO:0005737","IEA","CC"
"175905","znf-622","GO:0008270","IEA","MF"
"175905","znf-622","GO:0030687","IBA","CC"
"175905","znf-622","GO:0042254","IEA","BP"
"175905","znf-622","GO:0042273","IBA","BP"
"175905","znf-622","GO:0046872","IEA","MF"
"175906","let-716","GO:0003676","IEA","MF"
"175906","let-716","GO:0003723","IBA","MF"
"175906","let-716","GO:0005730","IBA","CC"
"175906","let-716","GO:0005730","IEA","CC"
"175906","let-716","GO:0006364","IEA","BP"
"175906","let-716","GO:0006396","IEA","BP"
"175906","let-716","GO:0032040","IBA","CC"
"175907","smrc-1","GO:0004386","IEA","MF"
"175907","smrc-1","GO:0005524","IEA","MF"
"175907","smrc-1","GO:0005634","IEA","CC"
"175907","smrc-1","GO:0005634","ISS","CC"
"175907","smrc-1","GO:0006281","IBA","BP"
"175907","smrc-1","GO:0006325","IEA","BP"
"175907","smrc-1","GO:0006338","IEA","BP"
"175907","smrc-1","GO:0006357","ISS","BP"
"175907","smrc-1","GO:0016787","IEA","MF"
"175907","smrc-1","GO:0031297","IBA","BP"
"175907","smrc-1","GO:0036310","ISS","MF"
"175907","smrc-1","GO:0043596","IBA","CC"
"175907","smrc-1","GO:0140658","IEA","MF"
"175908","oatr-1","GO:0004587","IBA","MF"
"175908","oatr-1","GO:0004587","IEA","MF"
"175908","oatr-1","GO:0005737","IBA","CC"
"175908","oatr-1","GO:0005739","IEA","CC"
"175908","oatr-1","GO:0005759","IEA","CC"
"175908","oatr-1","GO:0008483","IEA","MF"
"175908","oatr-1","GO:0010121","IBA","BP"
"175908","oatr-1","GO:0019544","IBA","BP"
"175908","oatr-1","GO:0030170","IBA","MF"
"175908","oatr-1","GO:0030170","IEA","MF"
"175908","oatr-1","GO:0042802","IBA","MF"
"175908","oatr-1","GO:0055129","IEA","BP"
"175909","let-756","GO:0002119","IMP","BP"
"175909","let-756","GO:0005104","IBA","MF"
"175909","let-756","GO:0005104","ISS","MF"
"175909","let-756","GO:0005515","IPI","MF"
"175909","let-756","GO:0005615","IBA","CC"
"175909","let-756","GO:0005615","IDA","CC"
"175909","let-756","GO:0005634","IDA","CC"
"175909","let-756","GO:0005634","IEA","CC"
"175909","let-756","GO:0005654","IDA","CC"
"175909","let-756","GO:0005730","IDA","CC"
"175909","let-756","GO:0005737","IBA","CC"
"175909","let-756","GO:0005737","IDA","CC"
"175909","let-756","GO:0008083","IBA","MF"
"175909","let-756","GO:0008083","IEA","MF"
"175909","let-756","GO:0008083","IMP","MF"
"175909","let-756","GO:0008284","IBA","BP"
"175909","let-756","GO:0008543","IBA","BP"
"175909","let-756","GO:0008543","IMP","BP"
"175909","let-756","GO:0016020","IEA","CC"
"175909","let-756","GO:0016607","IDA","CC"
"175909","let-756","GO:0019901","IPI","MF"
"175909","let-756","GO:0022008","IBA","BP"
"175909","let-756","GO:0030334","IBA","BP"
"175909","let-756","GO:0031345","IMP","BP"
"175909","let-756","GO:0043410","IBA","BP"
"175909","let-756","GO:0048841","IMP","BP"
"175909","let-756","GO:0061629","IPI","MF"
"175910","atgl-1","GO:0004806","IBA","MF"
"175910","atgl-1","GO:0004806","IEA","MF"
"175910","atgl-1","GO:0005737","IBA","CC"
"175910","atgl-1","GO:0005737","IEA","CC"
"175910","atgl-1","GO:0005811","IBA","CC"
"175910","atgl-1","GO:0005811","IDA","CC"
"175910","atgl-1","GO:0005811","IEA","CC"
"175910","atgl-1","GO:0005886","IEA","CC"
"175910","atgl-1","GO:0006629","IEA","BP"
"175910","atgl-1","GO:0016020","IBA","CC"
"175910","atgl-1","GO:0016042","IEA","BP"
"175910","atgl-1","GO:0016787","IEA","MF"
"175910","atgl-1","GO:0019433","IBA","BP"
"175910","atgl-1","GO:0019433","IEA","BP"
"175910","atgl-1","GO:0055088","IBA","BP"
"175911","popl-1","GO:0000172","IBA","CC"
"175911","popl-1","GO:0000172","IEA","CC"
"175911","popl-1","GO:0001682","IEA","BP"
"175911","popl-1","GO:0003723","IEA","MF"
"175911","popl-1","GO:0005634","IEA","CC"
"175911","popl-1","GO:0005655","IBA","CC"
"175911","popl-1","GO:0005655","IEA","CC"
"175911","popl-1","GO:0005730","IEA","CC"
"175911","popl-1","GO:0008033","IBA","BP"
"175911","popl-1","GO:0008033","IEA","BP"
"175911","popl-1","GO:0016787","IEA","MF"
"175912","mrps-17","GO:0003723","IEA","MF"
"175912","mrps-17","GO:0003735","IEA","MF"
"175912","mrps-17","GO:0003735","ISS","MF"
"175912","mrps-17","GO:0005739","IEA","CC"
"175912","mrps-17","GO:0005763","IBA","CC"
"175912","mrps-17","GO:0005763","IEA","CC"
"175912","mrps-17","GO:0005763","ISS","CC"
"175912","mrps-17","GO:0005840","IEA","CC"
"175912","mrps-17","GO:0032543","ISS","BP"
"175912","mrps-17","GO:1990904","IEA","CC"
"175913","vps-16","GO:0003779","IBA","MF"
"175913","vps-16","GO:0005737","IEA","CC"
"175913","vps-16","GO:0005764","IEA","CC"
"175913","vps-16","GO:0005765","IEA","CC"
"175913","vps-16","GO:0005765","NAS","CC"
"175913","vps-16","GO:0005768","IBA","CC"
"175913","vps-16","GO:0005768","IEA","CC"
"175913","vps-16","GO:0006886","IEA","BP"
"175913","vps-16","GO:0006886","NAS","BP"
"175913","vps-16","GO:0007033","IEA","BP"
"175913","vps-16","GO:0009792","IMP","BP"
"175913","vps-16","GO:0015031","IEA","BP"
"175913","vps-16","GO:0016020","IEA","CC"
"175913","vps-16","GO:0016197","IBA","BP"
"175913","vps-16","GO:0030897","IBA","CC"
"175913","vps-16","GO:0030897","ISS","CC"
"175913","vps-16","GO:0031902","IEA","CC"
"175913","vps-16","GO:0042144","IBA","BP"
"175913","vps-16","GO:0048565","IMP","BP"
"175914","C05D11.1","GO:0046872","IEA","MF"
"175915","mel-32","GO:0004372","IBA","MF"
"175915","mel-32","GO:0004372","IEA","MF"
"175915","mel-32","GO:0004372","TAS","MF"
"175915","mel-32","GO:0005634","IBA","CC"
"175915","mel-32","GO:0005737","IBA","CC"
"175915","mel-32","GO:0005739","HDA","CC"
"175915","mel-32","GO:0005739","IBA","CC"
"175915","mel-32","GO:0006730","IEA","BP"
"175915","mel-32","GO:0009069","TAS","BP"
"175915","mel-32","GO:0009792","IMP","BP"
"175915","mel-32","GO:0016740","IEA","MF"
"175915","mel-32","GO:0017148","IEA","BP"
"175915","mel-32","GO:0019264","IBA","BP"
"175915","mel-32","GO:0019264","IEA","BP"
"175915","mel-32","GO:0030170","IBA","MF"
"175915","mel-32","GO:0030170","IEA","MF"
"175915","mel-32","GO:0030170","TAS","MF"
"175915","mel-32","GO:0035999","IEA","BP"
"175915","mel-32","GO:0046653","IBA","BP"
"175916","let-721","GO:0004174","IBA","MF"
"175916","let-721","GO:0004174","IEA","MF"
"175916","let-721","GO:0005739","IDA","CC"
"175916","let-721","GO:0005739","IEA","CC"
"175916","let-721","GO:0005743","IBA","CC"
"175916","let-721","GO:0005743","IEA","CC"
"175916","let-721","GO:0016491","IEA","MF"
"175916","let-721","GO:0022900","IBA","BP"
"175916","let-721","GO:0022900","IEA","BP"
"175916","let-721","GO:0022904","IEA","BP"
"175916","let-721","GO:0046872","IEA","MF"
"175916","let-721","GO:0051536","IEA","MF"
"175916","let-721","GO:0051539","IEA","MF"
"175917","T26A5.6","GO:0005737","IBA","CC"
"175918","set-1","GO:0003723","ISS","MF"
"175918","set-1","GO:0005634","IBA","CC"
"175918","set-1","GO:0005634","IDA","CC"
"175918","set-1","GO:0005634","IEA","CC"
"175918","set-1","GO:0005694","IEA","CC"
"175918","set-1","GO:0005700","IBA","CC"
"175918","set-1","GO:0006325","IEA","BP"
"175918","set-1","GO:0006338","IEA","BP"
"175918","set-1","GO:0006357","IBA","BP"
"175918","set-1","GO:0008168","IEA","MF"
"175918","set-1","GO:0009792","IMP","BP"
"175918","set-1","GO:0032259","IEA","BP"
"175918","set-1","GO:0042799","IBA","MF"
"175918","set-1","GO:0043516","IBA","BP"
"175918","set-1","GO:0048188","ISS","CC"
"175918","set-1","GO:0140944","IEA","MF"
"175919","jhdm-1","GO:0003712","IBA","MF"
"175919","jhdm-1","GO:0005634","IEA","CC"
"175919","jhdm-1","GO:0006325","IEA","BP"
"175919","jhdm-1","GO:0006338","IBA","BP"
"175919","jhdm-1","GO:0006338","IEA","BP"
"175919","jhdm-1","GO:0006357","IBA","BP"
"175919","jhdm-1","GO:0032452","IBA","MF"
"175919","jhdm-1","GO:0046872","IEA","MF"
"175919","jhdm-1","GO:0051213","IEA","MF"
"175919","jhdm-1","GO:0140680","IEA","MF"
"175920","algn-1","GO:0000030","IBA","MF"
"175920","algn-1","GO:0000030","IEA","MF"
"175920","algn-1","GO:0005783","IBA","CC"
"175920","algn-1","GO:0005783","IEA","CC"
"175920","algn-1","GO:0006486","IBA","BP"
"175920","algn-1","GO:0016020","IEA","CC"
"175920","algn-1","GO:0016757","IEA","MF"
"175921","T26A5.8","GO:0005515","IPI","MF"
"175921","T26A5.8","GO:0005634","IEA","CC"
"175921","T26A5.8","GO:0006272","IBA","BP"
"175921","T26A5.8","GO:0006974","IBA","BP"
"175921","T26A5.8","GO:0008622","IBA","CC"
"175921","T26A5.8","GO:0008623","IBA","CC"
"175921","T26A5.8","GO:0031490","IBA","MF"
"175921","T26A5.8","GO:0031507","IBA","BP"
"175921","T26A5.8","GO:0046982","IEA","MF"
"175922","dlc-1","GO:0005515","IPI","MF"
"175922","dlc-1","GO:0005634","IEA","CC"
"175922","dlc-1","GO:0005635","IEA","CC"
"175922","dlc-1","GO:0005737","IEA","CC"
"175922","dlc-1","GO:0005856","IEA","CC"
"175922","dlc-1","GO:0005868","IBA","CC"
"175922","dlc-1","GO:0005874","IEA","CC"
"175922","dlc-1","GO:0006915","IEA","BP"
"175922","dlc-1","GO:0007017","IEA","BP"
"175922","dlc-1","GO:0015630","IEA","CC"
"175922","dlc-1","GO:0030286","IEA","CC"
"175922","dlc-1","GO:0045505","IBA","MF"
"175922","dlc-1","GO:0051301","IEA","BP"
"175922","dlc-1","GO:0051321","IEA","BP"
"175923","T26A5.2",NA,NA,NA
"175924","zip-8","GO:0000978","IBA","MF"
"175924","zip-8","GO:0000981","IBA","MF"
"175924","zip-8","GO:0003674","ND","MF"
"175924","zip-8","GO:0003700","IEA","MF"
"175924","zip-8","GO:0005575","ND","CC"
"175924","zip-8","GO:0006351","IEA","BP"
"175924","zip-8","GO:0006355","IEA","BP"
"175924","zip-8","GO:0006357","IBA","BP"
"175924","zip-8","GO:0008150","ND","BP"
"175925","rpt-3","GO:0000502","IEA","CC"
"175925","rpt-3","GO:0005524","IEA","MF"
"175925","rpt-3","GO:0005634","IEA","CC"
"175925","rpt-3","GO:0005737","IEA","CC"
"175925","rpt-3","GO:0008540","IBA","CC"
"175925","rpt-3","GO:0016887","IEA","MF"
"175925","rpt-3","GO:0036402","IBA","MF"
"175925","rpt-3","GO:0043161","IBA","BP"
"175925","rpt-3","GO:1901800","IEA","BP"
"175926","F23F12.3","GO:0016020","IEA","CC"
"175926","F23F12.3","GO:0022857","IEA","MF"
"175926","F23F12.3","GO:0055085","IEA","BP"
"175927","F23F12.12","GO:0007218","IEA","BP"
"175928","C09E7.4","GO:0046983","IEA","MF"
"175929","C09E7.6",NA,NA,NA
"175930","C09E7.7","GO:0045087","IBA","BP"
"175931","C09E7.8","GO:0045087","IBA","BP"
"175933","F20H11.1","GO:0046872","IEA","MF"
"175934","let-765","GO:0005634","IBA","CC"
"175934","let-765","GO:0005634","IDA","CC"
"175934","let-765","GO:0005634","IEA","CC"
"175934","let-765","GO:0006355","IBA","BP"
"175934","let-765","GO:0006355","IEA","BP"
"175934","let-765","GO:0031490","IBA","MF"
"175934","let-765","GO:0042393","IBA","MF"
"175934","let-765","GO:0042660","IMP","BP"
"175934","let-765","GO:0045138","IMP","BP"
"175934","let-765","GO:0046579","IGI","BP"
"175934","let-765","GO:0048583","IEA","BP"
"175934","let-765","GO:0072327","IGI","BP"
"175934","let-765","GO:0072327","IMP","BP"
"175935","F20H11.6",NA,NA,NA
"175936","mdh-2","GO:0003824","IEA","MF"
"175936","mdh-2","GO:0005737","IBA","CC"
"175936","mdh-2","GO:0005739","HDA","CC"
"175936","mdh-2","GO:0005739","IBA","CC"
"175936","mdh-2","GO:0005739","IEA","CC"
"175936","mdh-2","GO:0005739","ISS","CC"
"175936","mdh-2","GO:0005759","IEA","CC"
"175936","mdh-2","GO:0006099","IBA","BP"
"175936","mdh-2","GO:0006099","IEA","BP"
"175936","mdh-2","GO:0006108","IDA","BP"
"175936","mdh-2","GO:0006108","ISS","BP"
"175936","mdh-2","GO:0016491","IEA","MF"
"175936","mdh-2","GO:0016616","IEA","MF"
"175936","mdh-2","GO:0019752","IEA","BP"
"175936","mdh-2","GO:0030060","IBA","MF"
"175936","mdh-2","GO:0030060","IDA","MF"
"175936","mdh-2","GO:0030060","IEA","MF"
"175936","mdh-2","GO:0030060","ISS","MF"
"175937","F20H11.4","GO:0004725","IBA","MF"
"175937","F20H11.4","GO:0004725","IEA","MF"
"175937","F20H11.4","GO:0006470","IEA","BP"
"175937","F20H11.4","GO:0007165","IBA","BP"
"175937","F20H11.4","GO:0008045","IBA","BP"
"175938","ctsa-4.2","GO:0004180","IEA","MF"
"175938","ctsa-4.2","GO:0004185","IBA","MF"
"175938","ctsa-4.2","GO:0004185","IEA","MF"
"175938","ctsa-4.2","GO:0006508","IEA","BP"
"175938","ctsa-4.2","GO:0016020","IEA","CC"
"175938","ctsa-4.2","GO:0045121","HDA","CC"
"175940","copd-1","GO:0000139","IEA","CC"
"175940","copd-1","GO:0005737","IEA","CC"
"175940","copd-1","GO:0005794","IEA","CC"
"175940","copd-1","GO:0006888","IBA","BP"
"175940","copd-1","GO:0006890","IBA","BP"
"175940","copd-1","GO:0006890","IEA","BP"
"175940","copd-1","GO:0015031","IEA","BP"
"175940","copd-1","GO:0016020","IEA","CC"
"175940","copd-1","GO:0016192","IEA","BP"
"175940","copd-1","GO:0030126","IBA","CC"
"175940","copd-1","GO:0030126","IEA","CC"
"175940","copd-1","GO:0030663","IEA","CC"
"175940","copd-1","GO:0031410","IEA","CC"
"175940","copd-1","GO:0051645","IBA","BP"
"175942","pdfr-1","GO:0004930","IEA","MF"
"175942","pdfr-1","GO:0004948","ISS","MF"
"175942","pdfr-1","GO:0005886","IBA","CC"
"175942","pdfr-1","GO:0005886","IEA","CC"
"175942","pdfr-1","GO:0005886","IMP","CC"
"175942","pdfr-1","GO:0006874","IMP","BP"
"175942","pdfr-1","GO:0006874","ISS","BP"
"175942","pdfr-1","GO:0007166","IMP","BP"
"175942","pdfr-1","GO:0007186","IEA","BP"
"175942","pdfr-1","GO:0007188","IBA","BP"
"175942","pdfr-1","GO:0007188","IMP","BP"
"175942","pdfr-1","GO:0007189","IMP","BP"
"175942","pdfr-1","GO:0007189","ISS","BP"
"175942","pdfr-1","GO:0008528","IBA","MF"
"175942","pdfr-1","GO:0010628","IMP","BP"
"175942","pdfr-1","GO:0016020","IEA","CC"
"175942","pdfr-1","GO:0030431","IMP","BP"
"175942","pdfr-1","GO:0031987","IMP","BP"
"175942","pdfr-1","GO:0035641","IMP","BP"
"175942","pdfr-1","GO:0040011","IMP","BP"
"175942","pdfr-1","GO:0060179","IMP","BP"
"175942","pdfr-1","GO:0097642","IMP","MF"
"175943","rbf-1","GO:0006887","IEA","BP"
"175943","rbf-1","GO:0008021","IDA","CC"
"175943","rbf-1","GO:0016020","IEA","CC"
"175943","rbf-1","GO:0040017","IGI","BP"
"175943","rbf-1","GO:0040017","IMP","BP"
"175943","rbf-1","GO:0045202","IBA","CC"
"175943","rbf-1","GO:0045202","IEA","CC"
"175943","rbf-1","GO:0045956","IBA","BP"
"175943","rbf-1","GO:0046872","IEA","MF"
"175943","rbf-1","GO:0099502","IBA","BP"
"175943","rbf-1","GO:1990504","IMP","BP"
"175944","isw-1","GO:0000785","IBA","CC"
"175944","isw-1","GO:0000785","IDA","CC"
"175944","isw-1","GO:0003677","IBA","MF"
"175944","isw-1","GO:0003677","IEA","MF"
"175944","isw-1","GO:0003682","IBA","MF"
"175944","isw-1","GO:0004386","IEA","MF"
"175944","isw-1","GO:0005524","IEA","MF"
"175944","isw-1","GO:0005634","IBA","CC"
"175944","isw-1","GO:0005634","IEA","CC"
"175944","isw-1","GO:0006325","IEA","BP"
"175944","isw-1","GO:0006338","IEA","BP"
"175944","isw-1","GO:0016787","IEA","MF"
"175944","isw-1","GO:0031491","IEA","MF"
"175944","isw-1","GO:0031507","IBA","BP"
"175944","isw-1","GO:0040026","IGI","BP"
"175944","isw-1","GO:0045944","IBA","BP"
"175944","isw-1","GO:0045944","IMP","BP"
"175944","isw-1","GO:0140658","IEA","MF"
"175944","isw-1","GO:0140750","IBA","MF"
"175945","F37A4.4",NA,NA,NA
"175946","bath-41","GO:0005515","IPI","MF"
"175946","bath-41","GO:0005634","IBA","CC"
"175946","bath-41","GO:0005737","IBA","CC"
"175946","bath-41","GO:0016567","IEA","BP"
"175946","bath-41","GO:0030162","IBA","BP"
"175946","bath-41","GO:0030163","IEA","BP"
"175946","bath-41","GO:0031625","IBA","MF"
"175946","bath-41","GO:0043161","IBA","BP"
"175947","F37A4.2","GO:0003725","IBA","MF"
"175947","F37A4.2","GO:0003725","IEA","MF"
"175947","F37A4.2","GO:0004860","IBA","MF"
"175947","F37A4.2","GO:0005730","IBA","CC"
"175947","F37A4.2","GO:0019901","IBA","MF"
"175948","F37A4.1","GO:0004620","IBA","MF"
"175948","F37A4.1","GO:0006660","IBA","BP"
"175948","F37A4.1","GO:0047372","IBA","MF"
"175948","F37A4.1","GO:0052651","IBA","BP"
"175950","odr-4","GO:0000139","IEA","CC"
"175950","odr-4","GO:0005783","IEA","CC"
"175950","odr-4","GO:0005789","IEA","CC"
"175950","odr-4","GO:0005794","IEA","CC"
"175950","odr-4","GO:0006935","IEA","BP"
"175950","odr-4","GO:0007608","IEA","BP"
"175950","odr-4","GO:0007635","IMP","BP"
"175950","odr-4","GO:0008104","IBA","BP"
"175950","odr-4","GO:0008104","IMP","BP"
"175950","odr-4","GO:0016020","IEA","CC"
"175950","odr-4","GO:0030424","IEA","CC"
"175950","odr-4","GO:0030425","IEA","CC"
"175950","odr-4","GO:0030658","IEA","CC"
"175950","odr-4","GO:0031410","IEA","CC"
"175950","odr-4","GO:0032991","IDA","CC"
"175950","odr-4","GO:0042048","IMP","BP"
"175950","odr-4","GO:0042995","IEA","CC"
"175950","odr-4","GO:0043231","IDA","CC"
"175950","odr-4","GO:0050896","IEA","BP"
"175950","odr-4","GO:0097499","IMP","BP"
"175950","odr-4","GO:0097500","IMP","BP"
"175950","odr-4","GO:1990834","IMP","BP"
"175951","dig-1","GO:0005509","IEA","MF"
"175952","lim-8","GO:0001725","IBA","CC"
"175952","lim-8","GO:0019904","IPI","MF"
"175952","lim-8","GO:0031430","IDA","CC"
"175952","lim-8","GO:0032034","IBA","MF"
"175952","lim-8","GO:0046872","IEA","MF"
"175952","lim-8","GO:0051496","IBA","BP"
"175952","lim-8","GO:0051893","IBA","BP"
"175953","ten-1","GO:0003674","ND","MF"
"175953","ten-1","GO:0005634","IDA","CC"
"175953","ten-1","GO:0005634","IEA","CC"
"175953","ten-1","GO:0005886","IDA","CC"
