"ENTREZID","SYMBOL","GO","EVIDENCE","ONTOLOGY"
"182337","cpg-19",NA,NA,NA
"182338","C06G1.t1",NA,NA,NA
"182339","C06G1.t2",NA,NA,NA
"182340","C06G1.t3",NA,NA,NA
"182341","C06G1.t4",NA,NA,NA
"182342","C06G3.4",NA,NA,NA
"182344","C06G4.4",NA,NA,NA
"182345","C06G4.t1",NA,NA,NA
"182346","zipt-2.1","GO:0005385","IBA","MF"
"182346","zipt-2.1","GO:0005886","IBA","CC"
"182346","zipt-2.1","GO:0006829","IEA","BP"
"182346","zipt-2.1","GO:0016020","IEA","CC"
"182346","zipt-2.1","GO:0030001","IEA","BP"
"182346","zipt-2.1","GO:0046873","IEA","MF"
"182346","zipt-2.1","GO:0055085","IEA","BP"
"182346","zipt-2.1","GO:0071577","IBA","BP"
"182348","glb-3","GO:0001666","IBA","BP"
"182348","glb-3","GO:0005344","IBA","MF"
"182348","glb-3","GO:0015671","IBA","BP"
"182348","glb-3","GO:0019825","IBA","MF"
"182348","glb-3","GO:0019825","IEA","MF"
"182348","glb-3","GO:0020037","IEA","MF"
"182349","fbxa-157",NA,NA,NA
"182350","rnp-9","GO:0003676","IEA","MF"
"182350","rnp-9","GO:0003723","IEA","MF"
"182350","rnp-9","GO:0003730","IBA","MF"
"182350","rnp-9","GO:0005634","IBA","CC"
"182350","rnp-9","GO:0005634","IDA","CC"
"182350","rnp-9","GO:0005829","IBA","CC"
"182350","rnp-9","GO:0006972","IMP","BP"
"182350","rnp-9","GO:0008143","IBA","MF"
"182350","rnp-9","GO:0008266","IBA","MF"
"182350","rnp-9","GO:0008340","IGI","BP"
"182350","rnp-9","GO:0008340","IMP","BP"
"182350","rnp-9","GO:0009408","IMP","BP"
"182350","rnp-9","GO:0010494","IBA","CC"
"182350","rnp-9","GO:0022414","IMP","BP"
"182350","rnp-9","GO:1990904","IBA","CC"
"182351","C07A4.2","GO:0005615","IBA","CC"
"182352","C07A4.3","GO:0005615","IBA","CC"
"182353","clec-162","GO:0005576","IEA","CC"
"182353","clec-162","GO:0030246","IEA","MF"
"182354","ncx-6","GO:0005432","IBA","MF"
"182354","ncx-6","GO:0006812","IBA","BP"
"182354","ncx-6","GO:0006814","IEA","BP"
"182354","ncx-6","GO:0006816","IEA","BP"
"182354","ncx-6","GO:0006874","IBA","BP"
"182354","ncx-6","GO:0015297","IEA","MF"
"182354","ncx-6","GO:0016020","IBA","CC"
"182354","ncx-6","GO:0016020","IEA","CC"
"182354","ncx-6","GO:0035725","IEA","BP"
"182354","ncx-6","GO:0055085","IEA","BP"
"182354","ncx-6","GO:0098655","IEA","BP"
"182355","C07A9.5","GO:0046872","IEA","MF"
"182356","set-3","GO:0008168","IEA","MF"
"182356","set-3","GO:0032259","IEA","BP"
"182357","C07A9.9",NA,NA,NA
"182358","C07A9.10",NA,NA,NA
"182359","C07B5.2",NA,NA,NA
"182360","C07B5.3",NA,NA,NA
"182361","C07B5.4","GO:0000281","IBA","BP"
"182361","C07B5.4","GO:0000915","IBA","BP"
"182361","C07B5.4","GO:0005826","IBA","CC"
"182361","C07B5.4","GO:0031106","IBA","BP"
"182362","C07C7.1","GO:0016020","IEA","CC"
"182363","C07D8.2",NA,NA,NA
"182366","C07D8.5","GO:0016491","IEA","MF"
"182367","sre-3","GO:0007606","IEA","BP"
"182367","sre-3","GO:0016020","IEA","CC"
"182368","nas-7","GO:0004222","IBA","MF"
"182368","nas-7","GO:0004222","IEA","MF"
"182368","nas-7","GO:0005576","IEA","CC"
"182368","nas-7","GO:0006508","IEA","BP"
"182368","nas-7","GO:0008237","IEA","MF"
"182368","nas-7","GO:0008270","IEA","MF"
"182368","nas-7","GO:0043050","IGI","BP"
"182368","nas-7","GO:0046872","IEA","MF"
"182368","nas-7","GO:0060465","IGI","BP"
"182369","C07E3.4","GO:0004725","IEA","MF"
"182369","C07E3.4","GO:0006470","IEA","BP"
"182370","ceh-57","GO:0003677","IEA","MF"
"182370","ceh-57","GO:0005634","IEA","CC"
"182371","ceh-58","GO:0000978","IBA","MF"
"182371","ceh-58","GO:0003677","IEA","MF"
"182371","ceh-58","GO:0005634","IEA","CC"
"182371","ceh-58","GO:0006357","IBA","BP"
"182371","ceh-58","GO:0030154","IBA","BP"
"182373","C07E3.8","GO:0036065","IBA","BP"
"182373","C07E3.8","GO:0046920","IBA","MF"
"182374","C07E3.9","GO:0004623","IEA","MF"
"182374","C07E3.9","GO:0005509","IEA","MF"
"182374","C07E3.9","GO:0005576","IEA","CC"
"182374","C07E3.9","GO:0006629","IEA","BP"
"182374","C07E3.9","GO:0006644","IEA","BP"
"182374","C07E3.9","GO:0016042","IEA","BP"
"182374","C07E3.9","GO:0016787","IEA","MF"
"182374","C07E3.9","GO:0046872","IEA","MF"
"182374","C07E3.9","GO:0050482","IEA","BP"
"182375","svh-1","GO:0002164","IMP","BP"
"182375","svh-1","GO:0004252","IEA","MF"
"182375","svh-1","GO:0005576","IEA","CC"
"182375","svh-1","GO:0005615","ISS","CC"
"182375","svh-1","GO:0006508","IEA","BP"
"182375","svh-1","GO:0008236","IEA","MF"
"182375","svh-1","GO:0016020","IEA","CC"
"182375","svh-1","GO:0031103","IGI","BP"
"182375","svh-1","GO:0031103","IMP","BP"
"182375","svh-1","GO:0031648","IMP","BP"
"182375","svh-1","GO:0043410","IGI","BP"
"182375","svh-1","GO:1903746","IMP","BP"
"182375","svh-1","GO:1905941","IMP","BP"
"182377","C07G1.6",NA,NA,NA
"182378","C07G1.7",NA,NA,NA
"182379","irg-1","GO:0003674","ND","MF"
"182379","irg-1","GO:0005575","ND","CC"
"182379","irg-1","GO:0045087","HEP","BP"
"182379","irg-1","GO:0050829","IEP","BP"
"182379","irg-1","GO:0140367","IEP","BP"
"182381","C07G3.8",NA,NA,NA
"182382","C07H6.2","GO:0004865","IBA","MF"
"182382","C07H6.2","GO:0004865","IEA","MF"
"182382","C07H6.2","GO:0005634","IBA","CC"
"182382","C07H6.2","GO:0008157","IBA","MF"
"182383","C08A9.3","GO:0003725","IBA","MF"
"182383","C08A9.3","GO:0005764","IBA","CC"
"182383","C08A9.3","GO:0005886","IBA","CC"
"182383","C08A9.3","GO:0016020","IEA","CC"
"182383","C08A9.3","GO:0050658","IBA","BP"
"182383","C08A9.3","GO:0051033","IBA","MF"
"182386","lido-3",NA,NA,NA
"182387","lido-4","GO:0005634","IBA","CC"
"182388","C08B6.11","GO:0016020","IEA","CC"
"182389","C08B6.3","GO:0005737","IBA","CC"
"182389","C08B6.3","GO:0016020","IEA","CC"
"182389","C08B6.3","GO:0016757","IBA","MF"
"182389","C08B6.3","GO:0016757","IEA","MF"
"182389","C08B6.3","GO:0070085","IBA","BP"
"182390","glr-10","GO:0016020","IEA","CC"
"182391","C08B6.6",NA,NA,NA
"182392","algn-6","GO:0005783","IEA","CC"
"182392","algn-6","GO:0005789","IBA","CC"
"182392","algn-6","GO:0005789","IEA","CC"
"182392","algn-6","GO:0006486","IEA","BP"
"182392","algn-6","GO:0006487","IBA","BP"
"182392","algn-6","GO:0006488","IBA","BP"
"182392","algn-6","GO:0016020","IEA","CC"
"182392","algn-6","GO:0016757","IEA","MF"
"182392","algn-6","GO:0016758","IEA","MF"
"182392","algn-6","GO:0042281","IBA","MF"
"182392","algn-6","GO:0042281","IEA","MF"
"182393","bath-15","GO:0016567","IEA","BP"
"182394","C08D8.1","GO:0016020","IEA","CC"
"182395","C08E3.1",NA,NA,NA
"182396","btb-15",NA,NA,NA
"182397","fbxa-162",NA,NA,NA
"182398","fbxa-163",NA,NA,NA
"182399","fbxa-164","GO:0005515","IPI","MF"
"182400","fbxa-165",NA,NA,NA
"182401","fbxa-166","GO:0005515","IPI","MF"
"182402","fbxa-158",NA,NA,NA
"182403","fbxa-159",NA,NA,NA
"182404","fbxa-160",NA,NA,NA
"182405","C08E3.13",NA,NA,NA
"182406","C08E8.1","GO:0005765","IEA","CC"
"182406","C08E8.1","GO:0008270","IBA","MF"
"182406","C08E8.1","GO:0010008","IEA","CC"
"182406","C08E8.1","GO:0016020","IEA","CC"
"182406","C08E8.1","GO:0046872","IEA","MF"
"182407","C08E8.2","GO:0009058","IEA","BP"
"182407","C08E8.2","GO:0016787","IBA","MF"
"182407","C08E8.2","GO:0016844","IEA","MF"
"182408","C08E8.3",NA,NA,NA
"182409","C08E8.4","GO:0045087","HEP","BP"
"182410","math-2",NA,NA,NA
"182411","fbxb-13",NA,NA,NA
"182412","C08F1.8","GO:0016020","IEA","CC"
"182414","mboa-4","GO:0016020","IBA","CC"
"182414","mboa-4","GO:0016020","IEA","CC"
"182414","mboa-4","GO:0016746","IBA","MF"
"182414","mboa-4","GO:0016746","IEA","MF"
"182414","mboa-4","GO:0030258","IBA","BP"
"182415","fbxb-9",NA,NA,NA
"182416","C08F8.6","GO:0004672","IEA","MF"
"182416","C08F8.6","GO:0004674","IBA","MF"
"182416","C08F8.6","GO:0004674","IEA","MF"
"182416","C08F8.6","GO:0005524","IEA","MF"
"182416","C08F8.6","GO:0005634","IBA","CC"
"182416","C08F8.6","GO:0005737","IBA","CC"
"182416","C08F8.6","GO:0006468","IEA","BP"
"182416","C08F8.6","GO:0007165","IBA","BP"
"182417","rap-3","GO:0003924","IBA","MF"
"182417","rap-3","GO:0003924","IEA","MF"
"182417","rap-3","GO:0005525","IBA","MF"
"182417","rap-3","GO:0005525","IEA","MF"
"182417","rap-3","GO:0005886","IBA","CC"
"182417","rap-3","GO:0007165","IEA","BP"
"182417","rap-3","GO:0016020","IEA","CC"
"182417","rap-3","GO:0019003","IBA","MF"
"182417","rap-3","GO:0030336","IBA","BP"
"182417","rap-3","GO:0032486","IBA","BP"
"182418","C08F11.2",NA,NA,NA
"182419","C08F11.3","GO:0016020","IEA","CC"
"182420","sru-21","GO:0016020","IEA","CC"
"182421","fbxa-98",NA,NA,NA
"182422","C08F11.7",NA,NA,NA
"182423","srz-29","GO:0016020","IEA","CC"
"182424","C08G5.1",NA,NA,NA
"182425","fbxc-48",NA,NA,NA
"182426","C08G5.3",NA,NA,NA
"182427","snt-6","GO:0000149","IBA","MF"
"182427","snt-6","GO:0005544","IBA","MF"
"182427","snt-6","GO:0005886","IBA","CC"
"182427","snt-6","GO:0006906","IBA","BP"
"182427","snt-6","GO:0016020","IEA","CC"
"182427","snt-6","GO:0016192","IBA","BP"
"182427","snt-6","GO:0017158","IBA","BP"
"182427","snt-6","GO:0030424","IBA","CC"
"182427","snt-6","GO:0045202","IBA","CC"
"182427","snt-6","GO:0061891","IBA","MF"
"182427","snt-6","GO:0070382","IBA","CC"
"182427","snt-6","GO:0099502","IBA","BP"
"182428","C08G5.6","GO:0016020","IEA","CC"
"182429","ctsa-3.2","GO:0004180","IEA","MF"
"182429","ctsa-3.2","GO:0004185","IBA","MF"
"182429","ctsa-3.2","GO:0004185","IEA","MF"
"182429","ctsa-3.2","GO:0006508","IEA","BP"
"182430","chil-1","GO:0005975","IEA","BP"
"182430","chil-1","GO:0008061","IEA","MF"
"182430","chil-1","GO:0016020","IEA","CC"
"182431","chil-2","GO:0005975","IEA","BP"
"182431","chil-2","GO:0008061","IEA","MF"
"182432","chil-3","GO:0005975","IEA","BP"
"182432","chil-3","GO:0008061","IEA","MF"
"182432","chil-3","GO:0016020","IEA","CC"
"182433","C08H9.8",NA,NA,NA
"182434","chil-4","GO:0005975","IEA","BP"
"182434","chil-4","GO:0008061","IEA","MF"
"182434","chil-4","GO:0016020","IEA","CC"
"182435","chil-5","GO:0005975","IEA","BP"
"182435","chil-5","GO:0008061","IEA","MF"
"182435","chil-5","GO:0016020","IEA","CC"
"182436","chil-6","GO:0005975","IEA","BP"
"182436","chil-6","GO:0008061","IEA","MF"
"182436","chil-6","GO:0016020","IEA","CC"
"182437","chil-7","GO:0005975","IEA","BP"
"182437","chil-7","GO:0008061","IEA","MF"
"182437","chil-7","GO:0016020","IEA","CC"
"182438","C09B7.2","GO:0016020","IEA","CC"
"182439","C09B8.3","GO:0005892","IEA","CC"
"182439","C09B8.3","GO:0016020","IBA","CC"
"182439","C09B8.3","GO:0016020","IEA","CC"
"182440","lelo-3",NA,NA,NA
"182441","C09B9.1","GO:0016020","IEA","CC"
"182442","C09B9.2","GO:0016020","IEA","CC"
"182444","C09B9.t1",NA,NA,NA
"182446","C09D4.2",NA,NA,NA
"182447","C09D4.6","GO:0016020","IEA","CC"
"182448","srxa-5","GO:0016020","IEA","CC"
"182449","pqn-10","GO:0016020","IEA","CC"
"182450","oig-1","GO:0005576","IEA","CC"
"182450","oig-1","GO:0007399","IEA","BP"
"182450","oig-1","GO:0007411","IEA","BP"
"182450","oig-1","GO:0016020","IEA","CC"
"182450","oig-1","GO:0016322","IMP","BP"
"182450","oig-1","GO:0030424","IEA","CC"
"182450","oig-1","GO:0030425","IEA","CC"
"182450","oig-1","GO:0042995","IEA","CC"
"182451","C09E7.5",NA,NA,NA
"182452","C09E9.1","GO:0005739","IBA","CC"
"182452","C09E9.1","GO:0005840","IEA","CC"
"182452","C09E9.1","GO:0051881","IBA","BP"
"182454","C09F5.3","GO:0003677","IEA","MF"
"182454","C09F5.3","GO:0005634","IEA","CC"
"182454","C09F5.3","GO:0005694","IBA","CC"
"182454","C09F5.3","GO:0006357","IBA","BP"
"182454","C09F5.3","GO:0043035","IBA","MF"
"182454","C09F5.3","GO:0046872","IEA","MF"
"182455","C09F9.1","GO:0016020","IEA","CC"
"182456","C09F9.2","GO:0004867","IEA","MF"
"182456","C09F9.2","GO:0005576","IEA","CC"
"182456","C09F9.2","GO:0016020","IEA","CC"
"182457","C09F9.4",NA,NA,NA
"182458","pqn-11",NA,NA,NA
"182459","C09G1.2",NA,NA,NA
"182460","C09G1.3",NA,NA,NA
"182461","C09G5.7",NA,NA,NA
"182462","npp-23","GO:0000776","IMP","CC"
"182462","npp-23","GO:0005643","IMP","CC"
"182462","npp-23","GO:0031080","IBA","CC"
"182463","C09G9.3",NA,NA,NA
"182464","hdl-2","GO:0005737","IBA","CC"
"182464","hdl-2","GO:0006520","IEA","BP"
"182464","hdl-2","GO:0016020","IEA","CC"
"182464","hdl-2","GO:0016829","IEA","MF"
"182464","hdl-2","GO:0016830","IEA","MF"
"182464","hdl-2","GO:0016831","IBA","MF"
"182464","hdl-2","GO:0016831","IEA","MF"
"182464","hdl-2","GO:0019752","IEA","BP"
"182464","hdl-2","GO:0030170","IEA","MF"
"182465","C09G9.5","GO:0016020","IEA","CC"
"182466","npax-4","GO:0003677","IEA","MF"
"182466","npax-4","GO:0005634","IEA","CC"
"182466","npax-4","GO:0006355","IEA","BP"
"182466","npax-4","GO:0043229","IEA","CC"
"182467","ceh-53","GO:0000977","IBA","MF"
"182467","ceh-53","GO:0000981","IBA","MF"
"182467","ceh-53","GO:0003677","IEA","MF"
"182467","ceh-53","GO:0005634","IEA","CC"
"182467","ceh-53","GO:0006357","IBA","BP"
"182468","srz-79","GO:0016020","IEA","CC"
"182469","srz-78","GO:0016020","IEA","CC"
"182471","C09G12.5",NA,NA,NA
"182472","srz-70","GO:0016020","IEA","CC"
"182474","tsg-101","GO:0000813","IBA","CC"
"182474","tsg-101","GO:0000813","IPI","CC"
"182474","tsg-101","GO:0005515","IPI","MF"
"182474","tsg-101","GO:0005768","IEA","CC"
"182474","tsg-101","GO:0008333","IBA","BP"
"182474","tsg-101","GO:0010008","IDA","CC"
"182474","tsg-101","GO:0015031","IEA","BP"
"182474","tsg-101","GO:0032510","IMP","BP"
"182474","tsg-101","GO:0032801","IMP","BP"
"182474","tsg-101","GO:0036211","IEA","BP"
"182474","tsg-101","GO:0043130","IBA","MF"
"182476","C09H5.7","GO:0004721","IEA","MF"
"182476","C09H5.7","GO:0004722","IBA","MF"
"182476","C09H5.7","GO:0004722","IEA","MF"
"182476","C09H5.7","GO:0005634","IBA","CC"
"182476","C09H5.7","GO:0005737","IBA","CC"
"182476","C09H5.7","GO:0016787","IEA","MF"
"182476","C09H5.7","GO:0017018","IEA","MF"
"182478","C09H10.5",NA,NA,NA
"182480","glb-4","GO:0019825","IEA","MF"
"182480","glb-4","GO:0020037","IEA","MF"
"182481","C09H10.9",NA,NA,NA
"182482","C10A4.1","GO:0005634","IBA","CC"
"182482","C10A4.1","GO:0006357","IBA","BP"
"182482","C10A4.1","GO:0046983","IEA","MF"
"182483","C10A4.2","GO:0016020","IEA","CC"
"182484","C10A4.3","GO:0003674","ND","MF"
"182484","C10A4.3","GO:0008150","ND","BP"
"182484","C10A4.3","GO:0016020","IEA","CC"
"182485","C10A4.4","GO:0016020","IEA","CC"
"182486","gad-2","GO:0007369","IMP","BP"
"182486","gad-2","GO:0016020","IEA","CC"
"182487","C10A4.6","GO:0016020","IEA","CC"
"182488","C10A4.7","GO:0016020","IEA","CC"
"182489","mnm-2","GO:0000978","IBA","MF"
"182489","mnm-2","GO:0003700","IBA","MF"
"182489","mnm-2","GO:0005634","IEA","CC"
"182489","mnm-2","GO:0005634","IMP","CC"
"182489","mnm-2","GO:0006357","IBA","BP"
"182489","mnm-2","GO:0007399","IEA","BP"
"182489","mnm-2","GO:0046872","IEA","MF"
"182489","mnm-2","GO:1902669","IMP","BP"
"182490","symk-1","GO:0005634","IEA","CC"
"182490","symk-1","GO:0005847","IBA","CC"
"182490","symk-1","GO:0006397","IEA","BP"
"182491","C10B5.3",NA,NA,NA
"182492","pezo-1","GO:0005261","IBA","MF"
"182492","pezo-1","GO:0005886","IBA","CC"
"182492","pezo-1","GO:0005886","IDA","CC"
"182492","pezo-1","GO:0005886","IEA","CC"
"182492","pezo-1","GO:0008381","IBA","MF"
"182492","pezo-1","GO:0008381","IEA","MF"
"182492","pezo-1","GO:0009612","ISS","BP"
"182492","pezo-1","GO:0016020","IEA","CC"
"182492","pezo-1","GO:0030317","IMP","BP"
"182492","pezo-1","GO:0034220","IEA","BP"
"182492","pezo-1","GO:0042391","IBA","BP"
"182492","pezo-1","GO:0050982","IBA","BP"
"182492","pezo-1","GO:0060279","IMP","BP"
"182492","pezo-1","GO:0071260","IBA","BP"
"182492","pezo-1","GO:0090727","IMP","BP"
"182492","pezo-1","GO:0098655","ISS","BP"
"182493","fbxc-58","GO:0045087","HEP","BP"
"182494","npr-3","GO:0004930","IEA","MF"
"182494","npr-3","GO:0005886","IBA","CC"
"182494","npr-3","GO:0007186","IBA","BP"
"182494","npr-3","GO:0007186","IEA","BP"
"182494","npr-3","GO:0007218","IEA","BP"
"182494","npr-3","GO:0007602","IBA","BP"
"182494","npr-3","GO:0008020","IBA","MF"
"182494","npr-3","GO:0009584","IEA","BP"
"182494","npr-3","GO:0016020","IEA","CC"
"182494","npr-3","GO:0071482","IBA","BP"
"182495","C10C6.3",NA,NA,NA
"182496","C10E2.1",NA,NA,NA
"182497","C10E2.2","GO:0008270","IEA","MF"
"182497","C10E2.2","GO:0046872","IEA","MF"
"182497","C10E2.2","GO:0061630","IEA","MF"
"182498","C10E2.5","GO:0016020","IEA","CC"
"182500","srg-26","GO:0004888","IEA","MF"
"182500","srg-26","GO:0007606","IEA","BP"
"182500","srg-26","GO:0016020","IEA","CC"
"182501","C10G8.2","GO:0004867","IEA","MF"
"182502","C10G8.3","GO:0004867","IEA","MF"
"182503","C10G8.4","GO:0004867","IEA","MF"
"182503","C10G8.4","GO:0005576","IEA","CC"
"182504","C10G8.t1",NA,NA,NA
"182505","C10G11.1","GO:0016020","IEA","CC"
"182506","C10G11.6",NA,NA,NA
"182507","C10G11.10","GO:0016020","IEA","CC"
"182508","ugt-27","GO:0008194","IBA","MF"
"182508","ugt-27","GO:0008194","IEA","MF"
"182508","ugt-27","GO:0015020","IEA","MF"
"182508","ugt-27","GO:0016020","IEA","CC"
"182508","ugt-27","GO:0016757","IEA","MF"
"182509","mlst-8","GO:0005737","IEA","CC"
"182509","mlst-8","GO:0031929","IBA","BP"
"182509","mlst-8","GO:0031929","IEA","BP"
"182509","mlst-8","GO:0031929","ISS","BP"
"182509","mlst-8","GO:0031931","IBA","CC"
"182509","mlst-8","GO:0031931","IEA","CC"
"182509","mlst-8","GO:0031931","ISS","CC"
"182509","mlst-8","GO:0031932","IBA","CC"
"182509","mlst-8","GO:0031932","IEA","CC"
"182509","mlst-8","GO:0031932","ISS","CC"
"182509","mlst-8","GO:0032956","IBA","BP"
"182509","mlst-8","GO:0048382","IGI","BP"
"182511","asp-9","GO:0004190","IBA","MF"
"182511","asp-9","GO:0004190","IEA","MF"
"182511","asp-9","GO:0005764","IBA","CC"
"182511","asp-9","GO:0006508","IBA","BP"
"182511","asp-9","GO:0006508","IEA","BP"
"182511","asp-9","GO:0006915","IBA","BP"
"182512","C11D2.3",NA,NA,NA
"182513","gpx-3","GO:0004601","IEA","MF"
"182513","gpx-3","GO:0004602","IBA","MF"
"182513","gpx-3","GO:0004602","IEA","MF"
"182513","gpx-3","GO:0005576","IEA","CC"
"182513","gpx-3","GO:0005615","ISS","CC"
"182513","gpx-3","GO:0006979","IEA","BP"
"182513","gpx-3","GO:0042221","IEA","BP"
"182513","gpx-3","GO:0098869","IEA","BP"
"182514","del-8","GO:0005272","IEA","MF"
"182514","del-8","GO:0005886","IBA","CC"
"182514","del-8","GO:0006814","IEA","BP"
"182514","del-8","GO:0015280","IBA","MF"
"182514","del-8","GO:0016020","IEA","CC"
"182514","del-8","GO:0034220","IEA","BP"
"182514","del-8","GO:0035725","IBA","BP"
"182517","C11E4.7",NA,NA,NA
"182518","C11E4.t1",NA,NA,NA
"182520","C11G6.2","GO:0000723","IEA","BP"
"182520","C11G6.2","GO:0003678","IEA","MF"
"182520","C11G6.2","GO:0004386","IEA","MF"
"182520","C11G6.2","GO:0005524","IEA","MF"
"182520","C11G6.2","GO:0006281","IEA","BP"
"182520","C11G6.2","GO:0006310","IEA","BP"
"182520","C11G6.2","GO:0016787","IEA","MF"
"182520","C11G6.2","GO:0016887","IEA","MF"
"182521","C11G10.1","GO:0016020","IEA","CC"
"182523","C11G10.t1",NA,NA,NA
"182524","gphr-2","GO:0008308","IBA","MF"
"182524","gphr-2","GO:0016020","IEA","CC"
"182524","gphr-2","GO:0032580","IBA","CC"
"182524","gphr-2","GO:0051452","IBA","BP"
"182524","gphr-2","GO:0098656","IEA","BP"
"182525","C11H1.5",NA,NA,NA
"182526","C11H1.7",NA,NA,NA
"182527","C12C8.t1",NA,NA,NA
"182528","C12C8.t2",NA,NA,NA
"182529","C12C8.t3",NA,NA,NA
"182530","C12C8.t4",NA,NA,NA
"182531","C12C8.t5",NA,NA,NA
"182532","C12C8.t6",NA,NA,NA
"182533","nhr-152","GO:0000978","IBA","MF"
"182533","nhr-152","GO:0003677","IEA","MF"
"182533","nhr-152","GO:0003700","IEA","MF"
"182533","nhr-152","GO:0004879","IBA","MF"
"182533","nhr-152","GO:0005634","IEA","CC"
"182533","nhr-152","GO:0006355","IEA","BP"
"182533","nhr-152","GO:0006357","IBA","BP"
"182533","nhr-152","GO:0008270","IEA","MF"
"182533","nhr-152","GO:0030154","IBA","BP"
"182533","nhr-152","GO:0030522","IEA","BP"
"182533","nhr-152","GO:0043565","IEA","MF"
"182533","nhr-152","GO:0046872","IEA","MF"
"182534","C12D5.3",NA,NA,NA
"182535","C12D5.4",NA,NA,NA
"182536","C12D5.5",NA,NA,NA
"182538","C12D5.9",NA,NA,NA
"182539","C12D5.10",NA,NA,NA
"182540","ttr-19","GO:0005576","IEA","CC"
"182540","ttr-19","GO:0009986","IEA","CC"
"182541","fipr-8",NA,NA,NA
"182542","col-148","GO:0005581","IEA","CC"
"182542","col-148","GO:0016020","IEA","CC"
"182542","col-148","GO:0042302","IEA","MF"
"182543","C12D8.9",NA,NA,NA
"182544","str-182","GO:0005886","IBA","CC"
"182544","str-182","GO:0007186","IBA","BP"
"182544","str-182","GO:0016020","IEA","CC"
"182544","str-182","GO:0038022","IBA","MF"
"182544","str-182","GO:0042048","IBA","BP"
"182544","str-182","GO:0050911","IEA","BP"
"182545","C12D12.3","GO:0016020","IEA","CC"
"182547","sox-4","GO:0000978","IBA","MF"
"182547","sox-4","GO:0001228","IBA","MF"
"182547","sox-4","GO:0003677","IEA","MF"
"182547","sox-4","GO:0005634","IBA","CC"
"182547","sox-4","GO:0005634","IEA","CC"
"182547","sox-4","GO:0030154","IBA","BP"
"182547","sox-4","GO:0045087","HEP","BP"
"182547","sox-4","GO:0045944","IBA","BP"
"182549","C13A2.1","GO:0016020","IEA","CC"
"182549","C13A2.1","GO:0016757","IEA","MF"
"182550","C13A2.2",NA,NA,NA
"182551","C13A2.3","GO:0008168","IEA","MF"
"182551","C13A2.3","GO:0016020","IEA","CC"
"182551","C13A2.3","GO:0032259","IEA","BP"
"182552","C13A2.4","GO:0008168","IEA","MF"
"182552","C13A2.4","GO:0016020","IEA","CC"
"182552","C13A2.4","GO:0032259","IEA","BP"
"182553","C13A2.5","GO:0016020","IEA","CC"
"182553","C13A2.5","GO:0016757","IEA","MF"
"182554","C13A2.6","GO:0016020","IEA","CC"
"182554","C13A2.6","GO:0016757","IEA","MF"
"182555","C13A2.7","GO:0008168","IEA","MF"
"182555","C13A2.7","GO:0016020","IEA","CC"
"182555","C13A2.7","GO:0032259","IEA","BP"
"182556","C13A2.9","GO:0008168","IEA","MF"
"182556","C13A2.9","GO:0016020","IEA","CC"
"182556","C13A2.9","GO:0032259","IEA","BP"
"182557","C13A2.10","GO:0008168","IEA","MF"
"182557","C13A2.10","GO:0016020","IEA","CC"
"182557","C13A2.10","GO:0032259","IEA","BP"
"182558","C13A2.11",NA,NA,NA
"182559","C13A10.2","GO:0007218","IEA","BP"
"182560","C13B4.t1",NA,NA,NA
"182561","srt-1","GO:0016020","IEA","CC"
"182562","srd-71","GO:0016020","IEA","CC"
"182563","cmtr-2","GO:0004483","IBA","MF"
"182563","cmtr-2","GO:0004483","IEA","MF"
"182563","cmtr-2","GO:0005634","IBA","CC"
"182563","cmtr-2","GO:0005634","IEA","CC"
"182563","cmtr-2","GO:0005737","IBA","CC"
"182563","cmtr-2","GO:0006370","IBA","BP"
"182563","cmtr-2","GO:0008168","IEA","MF"
"182563","cmtr-2","GO:0016556","IEA","BP"
"182563","cmtr-2","GO:0032259","IEA","BP"
"182564","nhr-153","GO:0000978","IBA","MF"
"182564","nhr-153","GO:0003677","IEA","MF"
"182564","nhr-153","GO:0003700","IEA","MF"
"182564","nhr-153","GO:0004879","IBA","MF"
"182564","nhr-153","GO:0005634","IEA","CC"
"182564","nhr-153","GO:0006355","IEA","BP"
"182564","nhr-153","GO:0006357","IBA","BP"
"182564","nhr-153","GO:0007614","IGI","BP"
"182564","nhr-153","GO:0008270","IEA","MF"
"182564","nhr-153","GO:0030154","IBA","BP"
"182564","nhr-153","GO:0030522","IEA","BP"
"182564","nhr-153","GO:0042594","IEP","BP"
"182564","nhr-153","GO:0043565","IEA","MF"
"182564","nhr-153","GO:0046872","IEA","MF"
"182565","nhr-154","GO:0000978","IBA","MF"
"182565","nhr-154","GO:0003677","IEA","MF"
"182565","nhr-154","GO:0003700","IEA","MF"
"182565","nhr-154","GO:0004879","IBA","MF"
"182565","nhr-154","GO:0005634","IEA","CC"
"182565","nhr-154","GO:0006355","IEA","BP"
"182565","nhr-154","GO:0006357","IBA","BP"
"182565","nhr-154","GO:0008270","IEA","MF"
"182565","nhr-154","GO:0030154","IBA","BP"
"182565","nhr-154","GO:0030522","IEA","BP"
"182565","nhr-154","GO:0042594","IEP","BP"
"182565","nhr-154","GO:0043565","IEA","MF"
"182565","nhr-154","GO:0046872","IEA","MF"
"182566","nhr-136","GO:0000978","IBA","MF"
"182566","nhr-136","GO:0003677","IEA","MF"
"182566","nhr-136","GO:0003700","IEA","MF"
"182566","nhr-136","GO:0004879","IBA","MF"
"182566","nhr-136","GO:0005634","IEA","CC"
