,Temperature,A2,A3,A4,A5,A6,A7,A8,A9,B2,B3,B4,B5,B6,B7,B8,B9,C2,C3,C4,C5,C6,C7,C8,C9,D2,D3,D4,D5,D6,D7,D8,D9,E2,E3,E4,E5,E6,E7,E8,E9,F2,F3,F4,F5,F6,F7,F8,F9
,71,498.547533707264,54.3628164149129,56.4007971472016,64.9347896708277,55.802439909335,57.5195807475696,59.8808709328192,552.406689117526,582.868205341045,95.5869128832762,100.663178641111,91.9965773398743,69.9042117537218,68.5052567171072,75.8533193767958,139.559549575158,884.452975954869,93.1024216737085,86.3521339437593,88.16605227791,81.9437646617189,81.684121661667,87.7663796603451,968.45537982459,89.497531002444,41.8686772667489,46.788316421769,37.697236398139,45.4804066448514,47.2045235907121,49.8735693808088,58.5150856803629,685.765277804014,112.578307670129,120.51311660273,110.68173268656,94.4106107134016,94.34456303203,103.9970634202,770.758444209821,28.9488803420144,75.0517020506495,83.2668034098242,79.31975454935,171.259394516222,136.794584345741,167.175825090213,-0.720483927329326
,71.5,458.987357213391,58.6967223130395,61.8145930545512,69.1596604207076,61.5454645063277,63.1824199840671,65.0713551041252,580.17406335686,510.251923816239,102.797284273118,107.20647272202,98.3031765483032,75.3864652789466,74.6882534273744,79.6361481794515,153.297501768776,899.507469170447,96.0385249023529,89.1786240360677,93.7321958989623,86.2446513879054,86.442838633551,92.5948621019079,996.607088267934,85.7185311343873,43.0830546701852,48.521726753256,39.884563358932,48.4078765802791,49.8357025862817,52.2580855615828,48.9364147673357,673.819296225063,146.736137172235,159.289204026805,147.586068700061,125.118095108824,129.211854828824,139.17637226008,799.147732183853,30.0459193170693,85.0060346239662,93.551168834653,89.1523919515979,195.209823924438,151.908838003364,177.18172991689,-0.386000710012354
,72,413.619191126875,62.2699126176229,65.7841476509063,71.7658464788,65.5956899116851,67.3921467882381,69.794883234301,597.234934943616,417.598773053909,110.968806149221,114.399656593487,105.624861234332,81.3749927684192,80.6728742134222,84.2264345550266,179.014740184875,868.672673132557,99.9512552583406,93.4120491964782,98.212206503249,90.4580613110682,90.4656665566499,96.9700529315671,977.280346590637,69.5857839684934,43.7844629595426,48.3969861488551,41.6304841889504,50.4797573902315,51.9839664031526,54.7151319912948,35.2515519373541,622.134547850635,207.44388887369,226.634731988446,213.229963687734,181.242124133423,193.962610058395,202.823709788127,783.028441024729,26.7135670708271,104.002893087816,112.808448111358,107.137553273681,216.323992790414,177.602355724155,195.5494909701,-0.073931275091752
,72.5,374.806423249248,65.0814984544035,69.2778698555936,74.0339774574461,68.3336421894315,69.9064164942157,72.8947215075358,594.670151366171,316.582693351185,119.152748636127,121.021354314292,112.574593655065,86.8850148173819,86.1243293500448,88.8892134969602,226.279126266669,793.042913049421,103.902730881213,97.5634724591123,101.731839312991,92.9333694851289,93.7079100194844,100.477179764061,908.023802089887,48.523761637202,43.4240722137151,48.1335648810469,42.4958669635906,51.5488308788091,53.4414149544521,56.3822752785242,22.2662872227019,535.463547790885,302.654937967974,331.00264290543,314.248121541171,270.845200288574,294.169352651313,301.635105271615,721.300818285076,19.1593103775551,143.279065699674,150.443146901651,144.23394772737,239.236956456797,212.280558306929,226.845738129702,-0.405451090874635
,73,349.424086676683,67.9529366942556,72.0237906421596,76.1544818690064,70.2982139842758,71.7623097209874,74.968494967181,575.145793762384,219.989972089698,126.202847970359,127.581609119735,118.250887488092,91.0956413718593,90.8926343973978,92.6536262344546,301.183019028977,680.497875110401,107.85310179213,100.826140818241,104.862930024024,94.8756373458073,97.6343231680135,104.462749120306,794.777078924033,28.9403283659755,42.9200993939643,47.333187031924,42.7315670302032,52.7548449982661,54.3345293483249,56.9585155428259,11.1748749482616,425.846656249663,431.043707586346,469.757911927553,449.312853759397,391.775246240963,427.989721587025,434.207574204554,619.698120115092,11.458220099336,216.030187133365,220.738811602989,215.063623537151,261.965949486872,258.15543047669,272.942150227264,-0.5327216143736
,73.5,336.461630211842,70.7279590185291,73.8058680893469,77.4078780535125,71.4723838232865,73.0337346270535,76.6495067598526,543.773850310178,139.010853298528,132.123493234395,134.122083500782,123.490830023718,94.9351407733764,94.6271414590534,96.413228497286,401.712778950633,545.826442539061,116.477063089472,109.159007522082,111.120296016589,100.160757277379,103.89149146992,112.197011043866,650.903402883906,12.5325176406484,42.7166315723865,46.079352670716,42.9008238460267,53.7699428886757,54.8276289348652,57.9561018696085,3.60410548434731,310.531002861632,585.676634287471,631.090042181937,609.283672411252,536.668476318137,584.950412505532,592.30319487288,492.823229124092,5.2931204061108,324.824821416187,330.762485983467,325.187320474668,287.136151069154,320.938245099379,339.729824208054,-0.378260269671671
,74,330.463010183352,73.3917722148811,75.7475338388921,79.3272373294145,72.5068863738475,74.2204840099852,77.7485960417453,499.738066939535,79.1941200973262,140.541381783481,143.911142311431,130.376469621442,100.255979783675,99.5114392347456,102.960766173524,514.917910346278,407.386591939596,140.395789586998,132.153002089086,128.605658620537,114.923689463914,119.547463828127,133.249827937419,494.691332263746,2.23483127275551,42.2075737631197,45.6255470636779,43.1203283147618,54.3679787680078,55.2129764005236,59.1055478109538,0.445448491600303,206.159252078861,742.318275681321,786.464000098215,765.957444260476,682.420635369605,731.382613323807,747.879615977918,360.159677605494,0.654425343266155,460.471985230266,473.021782792696,468.473018269367,316.853377216208,387.748696081141,426.595010942555,-0.691711517467922
,74.5,322.997177605572,75.8982489974942,77.8453891120796,81.3539653161134,73.586876342406,75.4285251229221,78.293542098226,439.109159207123,40.5525769953707,161.11640094993,169.223167052196,146.222950392313,113.875674807959,113.25938597016,121.436585932671,616.058600202316,281.751099112781,196.265174059823,185.07643065027,172.429262744969,154.149965168026,160.516536640356,184.970779331364,345.961135996233,-0.933153161171731,42.5992068766867,46.3873086044759,43.4116241063573,55.9451895191809,56.1272955837162,60.2864037241175,-0.543009483135108,123.48382762232,854.59622378164,888.794467454674,872.08203481291,785.109118500438,820.907433895957,854.634063972179,239.988523325221,-1.20521018042314,601.622716296794,628.628727585113,626.55890566443,346.926259443902,437.003515460577,514.523676637755,-0.883724525684215
,75,304.952008585489,78.5914223862576,80.2071256653355,82.8408146460613,74.752614603656,76.4830361473335,79.2069328772704,363.980018795699,18.402016757023,212.993434939195,231.830802329809,188.318969421692,158.425587751129,159.501890387468,177.29266139999,675.102506819512,180.751495232386,297.58993362612,283.424972923062,258.078304157264,234.17481231431,242.657828105543,282.430555602623,222.50328497997,-1.27916336374761,45.2480580685736,48.4064274662045,45.3091131430465,59.2657382770038,58.5041478352102,62.8430796056257,-1.10222970458256,66.0185867199931,887.397464129415,906.297486059325,896.399740032224,813.862061848748,829.092061196008,881.755471997344,144.413129412593,-0.793907537245616,708.028130796684,759.464261044983,759.519532162575,376.128237338712,466.173064509207,583.778859101405,-0.418672811977387
,75.5,273.493425778698,83.779540916613,85.8274141158988,86.5202176313229,77.5596337874265,79.1740884616486,82.2412049083641,278.812859819819,7.31617828827268,315.656788313048,349.712786150715,278.353958636648,256.651543459122,261.093285084314,292.758404024228,671.21495054243,108.439791942314,447.691753131274,431.064695845324,391.777008854268,361.707531279353,373.043319599745,430.979793146008,131.66201817522,-1.3386215452332,49.1738113711017,51.888586497609,49.1445259379386,64.0979375604003,63.1036359179459,68.0104318747722,-1.11825506874419,31.3976996114667,833.642576825552,834.848787718,833.076165291395,763.499490480326,753.19811865628,822.581295182984,77.8769660038776,-0.769883335130658,742.236214979205,822.148894342412,822.447469353418,398.229264501817,472.495578959926,615.925353565626,-0.196828409923626
,76,233.098151247292,97.2201496186254,98.9537136540454,96.6833906049002,85.5269489269308,86.9108010281643,91.3850132994451,190.952587890808,2.94327846294283,473.045868855787,520.824902071787,424.33703835838,409.908182337411,418.954707126866,466.639388408122,602.241131193306,62.0158536959517,636.266433005499,618.695269451725,568.058989638888,534.454429722989,550.429110085183,626.544002972393,71.6290584333449,-0.977264442685964,53.8164021983052,56.956020013489,54.621972957273,70.3834768385361,69.5723122781847,74.707051655212,-1.09871543898936,13.6051847954169,700.667455373215,685.767108148065,691.093034303615,640.838044690164,604.989017182698,685.37602278367,37.4561581434141,-1.06922074898898,694.957431273507,797.60840887662,797.617011214289,400.018655365192,443.518581867167,588.85004924187,-0.536448746085227
,76.5,186.410558898406,129.703857313741,129.478658692569,120.971431790976,107.054476090873,108.603507410202,116.685373864349,113.836083370051,1.4470914254079,664.41245561189,714.080862033613,612.024142962887,603.345213644974,616.26303587576,680.51028833775,483.637208148177,35.4757305308404,827.061283499819,813.713089422749,763.099752885265,734.119533453086,755.690860992733,841.584941013821,36.8689810750989,-0.826095547196076,59.2873947246624,63.1633003332239,61.1571406722538,77.6469642136332,76.8083532514819,82.052777961786,-1.30843478068647,5.52245851047797,516.378553510554,493.01473744737,502.340086443592,471.465418067805,423.003979585614,501.035428876389,16.1156709897868,-1.31308417835533,576.816053106977,691.020385615923,690.872845211007,389.670944613263,390.562785501607,503.033126575554,-0.640320362872615
,77,138.588329106356,194.314974861957,191.278048989258,172.747768243852,157.606154345311,160.257758890808,174.233459507668,58.2463374365191,0.428990943614849,842.832803364001,879.161586814656,802.016998967603,800.018883997146,812.934576609087,888.931413128792,344.014979335515,21.3598045002316,962.873096390694,958.306732762832,923.590778450659,912.575319688536,938.294336532201,1017.88143107149,19.3700522538412,-0.687668313709992,65.088614309013,69.4602236691863,68.1110248942682,84.2895961073745,84.2112560897936,89.1299464175783,-1.21969328511608,1.94887416871796,331.012309365044,308.244404591796,318.018497248063,302.101681809295,256.545455552173,318.869654858331,5.94261268709818,-2.03088222330632,415.807074186613,525.297890704421,523.950315940797,381.09771945803,338.070223391126,386.535681826286,-0.713953692760754
