,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,11.0968151887641,15.6025721311771,-3.42441419144006,15.3717667348897,21.0770540820722,3.73065801938355,10.7082385835984,20.4965158668911,18.4327182732795,8.80528791211464,8.72840251719936,-33.6469533498598,9.88007374450262,12.9537941659705,18.5471063628197,19.1359065883394,20.7068380231635,21.8310083379274,11.6947241621074,9.91774726309222,2.84466360888564,6.55516158719274,0.710042665954916,0.609779306697874,10.0056435688521,22.6168329390739,11.7070996555003,14.8464616332139,15.0858990741699,15.9116931086428,12.1681445350637,12.0868836173117,8.52278938906693,10.6087599034508,0.628434175482198,-5.46830352167945,14.9000493475273,20.5858677884958,11.8683181879887,12.6167230745123,13.6014672241904,6.32826374127262,4.35372170026358,8.87788322838196,5.0991081304237,3.93936308089587,-0.252213811736056,-2.2646121411758,9.92660341328201,15.2892184765801,9.96009692006373,12.3769484600484,9.31235241250215,3.11534004051555,-1.58404390572878,3.20738880663703,-4.3197964423498,4.99697763257382,11.6328466874506,1.97895253376282,-9.45809549318892,18.0156060807572,12.6250010189874,3.98728154784931,8.36643938259567,-1.75163609605943,3.3069994332086,4.80356908600561,1.13960855151436,4.1137310978811,2.32033169410988,6.52999231004833,-12.8950311349804,6.28843110390335,0.714919904558883,9.13499467262272,6.11384320656225,14.3639684904888,13.3914053083067,5.66812931469485,5.39887738427115,4.78636661562405,2.78098346145543,-40.6989171681207,-12.1378840548709,0.411472241663432,-2.32965534161985,2.57443951215828,7.0416577912938,10.2540089402414,15.9609876892164,8.41275528627966,5.11345306252861,-2.93125164940375,-10.4030008304062,-8.38704856243476
,2,14.752403540951,14.2531065012736,-6.54179612536245,10.350298018056,19.6809424717403,3.82334540410238,10.0914122083195,12.7335485324902,16.7591139781066,-3.88040532762125,6.57982098671573,-18.3474168106477,13.2959034473784,10.0659611100377,15.7536184776227,15.6839154072413,12.0717512284673,11.5418560171415,5.24428640983888,4.598790109123,9.93454166592755,4.39353865520707,3.73472258167203,8.36725799126816,5.09441619686049,17.1792864118793,7.65129926014515,10.2885165785419,11.1688155004449,11.2557245876437,10.5705684908767,8.59198291236817,6.55131368960519,6.24018300928947,6.37176611973337,10.1035757299401,23.5017518487562,12.5839654916554,14.5507832987114,10.2182669089539,12.7748745452805,8.16392327119775,3.52058396016719,7.31458433201897,1.73572440499584,6.1616973045825,-3.0573003869772,-1.06618843916613,12.3468286196889,11.5010748249756,11.5918652458618,17.6102181659094,14.2406620139832,4.23346248892813,3.79911712949797,4.7834295722364,2.0887028220186,6.18045406035026,8.36649794905452,3.30269062933621,10.2215796018131,18.2061398498586,14.6208297829749,9.00937885855546,11.4509660705826,3.51509214562066,2.16100783627144,4.11009130177263,-2.14529234995462,4.55301961248551,5.64905134126093,4.59725988912533,-8.12102722123427,8.68469615263439,5.24419196946565,6.07836223611184,6.02021186844786,13.4176361852574,15.5744283174308,6.2569951930368,7.60590346130903,6.10106125679295,5.79446314683855,-29.4418680337335,-7.08219420433852,5.57661729147821,13.8667784023269,10.3686968081497,11.765074012882,11.035439670407,9.87784135146194,13.9585720095461,6.00063539389521,-2.11103126381067,-3.71159831337218,-1.59245960206954
,3,14.215974067919,13.4182460589091,0.876133879512054,13.918599655748,18.5168455083381,10.2698161367121,12.4688086468732,13.1137050085358,17.8444685816053,7.20015980560675,8.26037771539768,-9.5898853845124,8.3445745700883,13.2665597967111,17.0447113200303,15.0742779033581,14.9855244473406,13.8836905817748,9.74490255018191,13.6504272940474,10.0468241010803,9.68029758806642,8.82205015578029,10.7634902574782,6.99972858393767,15.4120980303951,8.01037070688653,13.4221049566768,12.1282067694196,11.3301187428442,6.66419504319992,7.8065579397221,8.87809705396876,5.47990151698104,4.83870732012883,8.51627726401694,9.8237331214882,6.37033145610167,10.0502659762242,4.98339844356406,7.19695318265804,3.60537777967647,4.88972952047607,1.40213492480643,2.30737369048393,4.77681130473957,2.39542711336935,5.94612478859244,6.13994174901882,3.83154891825234,3.48792918826757,6.49821591555065,8.65340710603732,3.49357776356919,1.00344076635429,1.65908222100961,-2.41999510830556,2.50900554722739,0.34462032073543,1.30267105637859,5.76322034336044,7.63750958394076,5.38548648844835,-1.50227148877821,2.40544034718187,-1.90153975805424,0.555018152969296,-2.3860029551779,-0.0800052845288519,2.48748328024749,-0.962061453652495,1.96847040839293,4.73317516812403,2.78194332415615,-1.58297405169606,0.369312912768237,-0.269883695019871,1.79131967014791,2.42359209510187,2.02607229018258,0.935940701776417,-0.174955996291828,1.80938075983977,-36.6110787734442,-14.0156689125733,-0.816021042226112,3.86274438721421,-2.07255052319306,0.333940727017307,2.45746391515695,2.78176210599349,-1.87919146398235,0.640165456044997,-5.30252879798354,-2.2262529892314,-7.99279715404555
,4,4.84879865880384,1.73458016888253,7.06754906728838,5.08722807911317,6.44869858873062,2.29343640514116,-0.0725199690964473,1.54638583075166,3.70002595580672,-6.72830386139549,4.43078002241327,-14.4421476873335,3.95913385546964,2.05470117919867,4.7383701697745,3.47234367696683,3.08256732423024,3.87578596288904,0.949832073689322,3.10144271279432,4.43138082606038,5.74360608888173,5.44761112055767,5.46962619759688,3.32224423806338,6.19445406032901,3.33377788110602,6.75666902756529,8.48748900677401,3.88695132865314,1.86005157524414,3.14687124537295,3.95030124277264,1.56841508063644,6.06102059939985,5.8927220250016,0.978085545157683,2.90593670320277,4.64758155460459,2.98736454999653,-0.876050728777955,2.51952373384802,4.55385781272889,7.59740985617145,2.10283961399227,3.00222550790113,0.843022849017416,1.77297498623602,6.32558046080021,5.52921667977034,2.69850839753371,5.88658746104238,6.25984482923468,4.01323761626691,3.40360723388358,0.182603575282428,1.29804597085695,1.00340110096204,6.0870683165449,2.74400043353444,6.85210721529938,7.98912422006561,6.38907290002999,0.856323026246628,0.496327251198636,0.58352614406158,-4.35476226093897,1.06272182525527,-1.32627006420353,1.01875820766463,-0.223158429618252,-2.35106540377865,3.24956070919416,-0.747702459203992,-0.408767400277156,3.98717581985784,0.25951441772304,1.62583337194246,2.83865096906857,-1.38114373062535,1.27567005201854,-0.780022328619452,1.03561669080864,-2.95427715611413,1.26451777554439,-2.60765144096058,4.1757685459952,0.846423160871836,-0.331156076272237,0.61940200640629,2.90196699209446,0.640221986700908,-0.0787004845401498,-6.39631065873073,-4.14600637979629,-3.34533688339025
,5,3.53006691513247,2.53676781290051,3.16114375871712,1.87358876787948,3.42291151115978,-0.511274409456746,3.79393680990552,-2.87737599256752,1.57433513862679,2.63032206804428,-1.41625461586364,-14.1989957898431,4.12863105608812,1.72951280926009,5.11010191870037,2.36037560556315,0.62579204525673,5.61710909168414,1.16860503454336,3.07383093165618,4.25474746286727,-0.391662503740008,2.66676219022793,3.68101287838135,2.96643262245107,3.39819049229664,1.2002185583774,2.52166802158263,-0.315385205246002,3.06214869529094,4.05088964165998,0.844901647011284,1.85323816560549,5.45786987679321,5.53400979741537,2.94092309672305,-4.01424671239829,2.58764271412974,1.87711163350832,6.05400198494135,2.64781797130672,2.63298625936477,2.92511525122063,-0.449485896814167,1.64678872323566,2.6559740102648,3.65436689244189,3.51253743764846,-0.732678229343037,3.34114619958518,3.87759489045175,4.78149588224642,0.815063772085068,3.75011605413101,2.21157658704396,2.39834212387586,1.16858169382976,3.80782945148576,2.33577412595969,1.91007518332663,3.11690280551466,5.65340911066642,3.75173832708742,5.04756964571061,4.51850404175184,1.68043665652749,1.49618622308071,2.61040682890462,-0.291447571482877,3.19423011603794,-1.86769511444527,0.362519071346924,0.551968056325677,-1.63812616483074,-1.07678005354956,1.28263552112412,-5.29272611181204,2.16239514611652,7.29732751853408,-0.694579981047809,1.58051240386749,1.74917845058781,-0.144995310320155,2.61700102796613,-1.38898080613353,-0.513481637799941,5.01580378055723,2.6483085696932,-1.29720296125106,5.17159892203381,-1.27577670465234,0.561174498694982,-1.80435747771162,-6.28576031597959,-2.40530558492856,0.637831105653277
,6,2.22064389751949,3.79508809552908,5.2510060599725,-0.707233033460852,-0.669589674103463,2.75851942408417,0.294270270137986,2.00939676783855,0.328388322521732,7.23088086579946,2.16609571777644,-7.31559288397057,5.97252427122385,3.96137140097699,2.49278281738816,1.35593652036687,0.659245284839926,5.12964876916431,-0.107548847746784,0.0252060938751129,3.2021785063921,3.52794964721897,4.86368966765804,3.5477086686742,1.76570581171063,4.24464997568066,2.39172995510989,2.8166934177184,1.40057591009599,1.39492038713752,1.95815891042366,3.85981313166758,5.83710567892103,4.93673687252067,5.04288252460765,5.5687696524833,3.92021151022482,2.49060621542094,0.298819279447798,2.83716455325157,3.90342896128141,2.77027750623029,1.96932296729301,3.64286087228993,5.56817289519495,3.84964301405853,4.00453218282019,1.07751494287322,2.17017689403065,2.13117630913757,1.74046620664967,-0.658166155962135,2.0969433383475,3.06693297580978,2.41752955386619,0.975848665958893,3.06294076109725,4.08124880169089,4.29237963598871,0.705290284314742,1.35669193101467,1.39283603218382,4.93314019232412,-0.697064756413511,0.120823575719442,2.29114832882851,2.82009957011314,1.32708687390732,-1.94901354885587,0.198752442342993,1.23459720427718,-1.89430715273011,-1.92247321785044,-2.2181142304139,5.4089609827347,2.32714195135986,-2.48504612554052,3.29164991466178,2.42148053976871,-0.0814523070152973,-1.52051934615065,0.0311555520393085,-3.26610780262035,2.48635779531605,1.0567876558307,0.663994732380161,4.18754418084109,0.337160473443419,-2.08955275207836,4.71664896091488,2.85083597095809,2.93530087480895,-0.296343801386229,-1.65989192361667,-2.16422381281063,2.45095899762418
,7,-2.38426801088372,0.242494047278797,1.6633108382739,-3.67359074002161,0.564083583277807,1.45806929699347,-1.79243616283429,0.450373509205292,-4.50554126411726,8.95360183239654,1.07412510125914,-18.0795522053681,2.28806590731529,-0.0890928438975607,-1.46479951515721,2.70314684858795,4.03884952149519,-1.12925280007858,5.75499361889661,1.3106312677246,2.57459993499015,3.00644276273943,-1.42713161109486,2.11387610430802,-0.698256495322767,1.271189882827,1.61990857511591,-1.6614875739383,0.932150917379658,-2.28901621321756,3.70848967241272,2.53171117039665,2.76743935810691,5.85738804818584,0.347088058647387,1.94749806950495,1.28429251570287,4.76053103575168,-0.726402421721559,2.76806616048316,2.18883040135188,3.67717104911662,0.567193848336046,2.59749114835313,3.87007422219767,-1.14321993279282,1.53207302620376,0.399157006005225,1.18632184409216,2.42994725499693,3.53128548939731,1.61600513812573,-1.7803720314173,1.12066458865775,0.841698715856637,1.60308799044469,0.533710338366745,0.627666853677056,1.29754540383919,2.77551627852563,-0.0220945494943408,1.32343213130434,0.470193968447802,1.08615226780375,1.46841725092554,-1.53013567876587,1.2586478842436,0.593840020314019,0.21219751609442,0.630257701039682,-0.34671263777409,3.41273366578207,2.48070797513628,-1.05779278932687,-1.09831798486039,1.29050202397048,1.64202596904352,4.86138051426042,4.05437615892197,-0.297963761278879,1.69339507837094,-1.11829443722308,-2.04738494386174,-0.61829114517468,5.1948566295564,1.36402268384654,1.51095679663877,0.237296177946973,0.575597725015541,1.30280537142608,-2.10486677139716,1.53913435646245,-0.0816226125739377,-0.442834229271284,0.120998100263932,0.51365797242488
,8,-1.94098547229623,-2.92407512548425,3.93833631771167,-5.81272183143074,-2.71212043959713,-3.48581136632902,-1.19072495254704,-2.62981269008924,-2.82041218761833,2.42701401818385,-0.791714481393683,-24.9441035562418,2.94125691531963,0.709104280630982,0.418228657232248,-3.43454240107076,-1.09826863985472,-3.8405083348789,-0.655581881208946,-0.536610085404845,1.14299945048379,-0.378471392816664,-4.72504374321306,-1.26774300290481,-0.26155218650365,-0.61934638565117,-0.666315315743759,-4.98292088984044,-2.93851496002253,-2.15171935280569,0.704029585641365,1.07234606818974,3.11556961496217,0.611790023137473,0.879854745795001,-2.25595918461795,4.16436534609511,-0.648815799172098,3.2085386308022,-0.383225079487602,1.94621847342887,1.3352467198697,-0.0875194210238988,0.528552111307818,2.66057221606525,1.16235593085639,1.61290056664348,-2.16263187835375,0.277998639466659,1.42575542362147,1.29315502937743,-1.75734887736326,1.76507064314137,1.69447035284611,-0.906085571202766,2.58546187840329,2.08337930702419,3.47995715971638,0.918056497039743,0.0744962742523967,0.168953351094842,0.78355210173595,1.79346605451929,0.544697521358557,0.409564129737646,-0.150718618232531,4.83278756982281,2.4822931628778,0.825594721834932,2.23447986832161,3.78008104515084,2.78904327898726,-0.217984536940094,-1.3704707943989,0.809839376607215,0.17844813277361,-0.800252708381777,5.0765909040706,2.68989594013283,1.73838263891957,2.76007689520475,-0.0194099595737498,-0.755322742637873,5.04907904326501,0.904164090512495,5.12415832674697,0.514083457631841,1.9449239582832,0.151468549011497,3.58682908270612,0.175553001376556,3.21537804155014,6.19145815645652,0.17551091239784,2.84749764914795,3.70498177220679
,9,-4.34289959462239,-2.976146594694,1.50816026904704,-1.26820579235709,-5.05096110954037,-1.50473654496227,-2.19736931987154,-0.539682881600129,-7.38207192202162,0.75834992964792,1.1086651628857,-21.3374224733548,-2.74708220124921,-3.86929302560338,0.621721015542789,-2.81939818161391,-1.38552956301601,-2.335086352909,0.599876219954695,0.9264804434506,-1.4195250764401,4.31196732077751,2.10857815252302,1.90160971603154,0.387075235369139,0.106898189481399,2.68225137977834,-4.16054041556481,-2.99773838271585,0.177003964228788,-0.866423447376746,4.6940799057179,3.91388321296836,5.37880858735298,-0.113438453995968,0.249265917677803,2.8297966428363,0.533905762341874,-0.547729628867728,0.156860070326275,1.32761877490429,2.57590280109889,-0.397371394868514,2.63332899085026,1.24045547009791,1.49865520002459,-2.06438091728387,2.24276057465795,2.00968888780835,1.83544754404147,3.07309239798815,2.49600356205428,1.05807341969103,2.94696575937678,2.16991516887265,5.8395829287233,3.33938589907439,3.521862222663,3.40485760828597,3.88548540276088,3.39907245888116,1.14325509631954,-1.17706179617744,2.6445955257991,1.1621164840808,2.78323980384903,1.35955371954014,2.42928865374097,4.00689699526492,2.87756971791669,4.06036941815501,8.73855559203321,2.47181890384718,1.14710445584387,3.81839246655045,3.07790690714364,0.383256530324161,6.01212873413579,4.41649361342661,3.15540671999315,8.36116506014696,0.287566954989416,6.33591749499919,9.05920170659465,6.73614105875959,0.594947463310291,4.78509667335948,-0.157111777969476,-0.741538520117956,2.78758981892406,2.46858869391235,5.22610369197719,2.76907660420511,3.21029460608861,4.96795965247065,4.90331325402394
,10,-5.76928588625515,-3.7214713202211,-1.45569030232491,-2.16012761343154,-7.2593536829695,-3.31951677231109,-2.21247695285365,-1.94341746952159,-13.5795188899347,-2.54318100179717,-1.21014345841377,-25.3269793598788,-2.8083301246561,-0.979746306587913,-2.89105258754535,-3.46126809176121,-1.69032471810624,-3.46648520157532,0.487551943005201,-3.02643154984526,-3.15068319566763,1.5614227895494,-0.564068789259636,-1.14125376419906,-0.5256935510929,-3.0262884241256,-1.85954724661451,-7.44985176839145,-5.20840850763716,-4.61835272483813,2.77904859703676,-1.64149474348869,-2.62805361556002,3.06705829960856,-0.161142497174296,-0.756354559801366,-0.762383317566218,-0.418838762916948,-1.68219733240494,-2.13961250840293,-2.69573083585101,-1.4224108936296,1.14900484319651,0.0168054399691755,1.53426073461833,-1.77030786939304,-0.191257947772556,0.451329666916536,-0.9329068109937,-2.3288104706362,0.0147976400421612,-3.82366572279125,0.0813695205124532,-1.99704010019559,4.85408522106673,3.15219670790157,5.25837578171831,-0.394532519871518,-2.48101834831596,-0.160760194904014,-1.09323240942012,-3.85383723953964,-2.72638657940797,2.90248059689156,2.75510630838471,4.69573816370666,2.68544154555184,2.36148508564656,2.4251866100135,0.922594877548363,0.99265065219879,1.02424411058246,-2.67708606645192,3.45376600610189,2.13516640823536,3.26200952091767,-3.11399396753313,5.45863310581854,2.48303585303347,1.17667423649391,2.93955894307419,8.64438498572645,1.50024388413294,7.64163812052993,3.27111873873082,1.38333968869438,-1.04667180661772,2.25549972344834,0.575233094804844,4.1611443967231,4.65319009082305,2.32763919731178,1.96404874587097,4.98234250465794,4.10227433888622,6.79933515623861
,11,-7.18655703660534,-2.82449392198714,-5.56828550755927,-3.72078483614678,-12.3380830756987,-7.00953763464759,1.35382643480079,-0.396203249857535,12.5936126630727,-2.7762943396674,1.23383297060718,-23.9218882187424,-1.77809641711019,-2.52957540863417,-2.73259628266533,-0.787424897236633,-5.42216767926539,-6.80235855408137,-2.93648794626688,-0.76344070090272,-1.64809816842899,1.31000698540538,-0.90195318025917,-0.809848599711131,-4.06721293965165,-5.14031857303871,0.267830275327015,-5.87628155632865,-5.88304233025474,-3.78132209608339,0.182382456038795,0.374241833516862,1.76202759111948,-4.3892165589973,-2.93546650815597,1.37940458756975,-0.84335473246756,-3.51854258720186,-3.10131314309001,-2.61203146257822,-3.64215262127755,-2.22412236418086,-0.351263914046285,1.22928964897437,-1.86662393643792,-3.06454494897707,-2.12068367306847,-4.97695122794175,3.42039846219541,0.105174649248966,1.97771816024442,-0.956570663643561,-1.46555408109634,-3.19233042158112,4.08980653449862,2.66293135397973,4.4603756271672,3.57574680818789,-0.208837768978356,4.30312772951629,-1.52219656012585,-2.58735391086248,0.639287513810814,4.39179010632597,1.95150230247646,5.28299268489627,5.54074475297011,3.94070031688898,8.8578491221997,9.97564919690558,11.5204637923484,6.82962828106884,-0.961268908098646,1.90177503716995,3.66046290826534,2.07458606932778,0.702925342909111,1.51025202525807,0.120360890980919,4.45671858828064,6.57640028088554,2.49473241777878,5.0018069863213,8.82075865563365,4.22106902542328,3.94163082016439,-0.748570337428646,4.06843671748311,0.109756464749353,2.25598787198805,4.7936468170783,1.06437225460922,3.83206369283516,7.3427212381921,3.03836204877325,6.09147283725088
,12,-4.05659849560607,-9.3115519014068,-6.21100470515421,-6.43632919669017,-8.17768594597328,-7.31849761878539,-7.07440565314482,-2.06264905166336,12.3473983041581,-0.701661476015033,-5.46032108234431,-27.4085484355419,-1.16420392518785,-2.16702069219082,-1.86312011083692,-7.4080218282852,-7.42695964650238,-6.21970461987348,1.71425704235116,-3.48455089722165,-0.196120107646948,0.435140320519622,-5.27509188664453,-0.999095545006185,-0.24834203642331,-3.62078651948423,-1.10640906367917,-7.55556462244022,-5.44614650179665,-8.70849281522942,-0.0805778387348255,0.199488888905762,-0.577297050691413,-2.50381462653695,-3.53063235808713,-0.302141599346669,-2.32159122608664,-5.24248348645233,-6.03889498767649,-5.50739212394501,-3.50680676778029,-6.42412684870305,-4.61320939148709,-1.02563414013639,-2.87443418871271,-4.35872246782583,-3.00150019220837,-3.54124283232022,0.68124823943208,1.20849839249649,-1.65592586976845,-2.30696971924863,-7.66961399059937,-3.21803823419441,-0.969568128698029,1.70304161105196,3.42453007615268,-1.06015877729624,0.00524637887338031,1.71932633089045,-3.06874436495218,-2.39314182494081,-2.84560744718374,2.06596399015643,0.873650290165187,5.5825502223779,1.85061606211912,0.383532902952538,2.42593565959669,1.04395637499465,-0.433340015055364,3.01110324618776,0.942325228178106,2.91270559326085,-1.31278316958606,0.934134534778877,1.54715041244572,-1.98583290656507,1.53429696370677,4.82927404443853,-0.23977725546365,-2.00035396820249,-1.05406129582889,5.10810367678505,2.86954730518437,1.9638490360885,-0.361799206077649,0.83991800950389,-1.83272305445325,-0.265038810061924,-1.7242495653345,2.23792648793642,0.213262632745227,-2.21872944753386,-1.24997731555959,-1.23557965969621
