,Cycle,B3,B4,B5,B6,B7,B8,B9,B10,C3,C4,C5,C6,C7,C8,C9,C10,D3,D4,D5,D6,D7,D8,D9,D10,E3,E4,E5,E6,E7,E8,E9,E10,G3,G4,G5,G6,G7,G8,G9,G10,H3,H4,H5,H6,H7,H8,H9,H10
,23,10.6064893055154,-0.272731718618616,-1.29388619223027,-2.26549875509272,-1.12706088501409,-0.785303774817748,-5.11293108721202,2.46386317107817,0.452688872813724,489.628431429141,503.896909559203,511.898935810747,1267.74737587449,1275.54514179858,1320.12042904108,-2.33216220789336,4.66834239607624,1.21645151847406,3.93190759978688,3.15854490172205,913.503754407735,949.096734039295,977.98697794836,3.69133423968515,0.285474646568218,48.7980447720583,53.8879835314947,55.241667244677,2360.61151745384,2457.92569608117,2431.05742985794,2.7472334371023,4.13885924768829,32.8229760701352,29.368497722282,26.6130466261566,377.83665317396,398.080500769699,413.262887063706,2.47344823444337,-6.3576478987984,1575.42907282624,1572.16425064535,1665.88832686055,1614.4890238376,1774.11138477697,1770.91568674318,1.54773137806114
,24,9.5629731859658,-0.225425486417407,1.42052074412459,-3.90783115687054,-1.90063726960534,-5.04386424377299,-4.00030808046904,3.17645254194349,-2.98470717922328,872.512151920288,899.040189589099,907.059250043316,1983.27527334254,1995.76926342608,2047.79516782719,0.115696022004613,2.27530954646272,7.35573021453138,1.21581544910941,2.40326292638565,1465.91080453833,1534.18539332721,1564.32812453959,1.56280433125312,-0.637687136232671,105.81800140233,112.734108518923,116.832520321813,3120.96846907986,3241.53825477347,3208.36569999389,-2.41799968474015,-0.125293222954042,54.8992047943757,61.9942852078207,59.7075910377425,660.403000407885,700.533597730684,717.468315676797,2.09724599351421,5.07779064883925,2206.77852495781,2209.00226700082,2326.1313264679,2287.96342105872,2508.13887189365,2463.3734423804,8.9332368808823
,25,5.0615682196858,1.84661104294401,1.70293587387141,-3.28835885935678,-0.821207436629265,0.0966735305210022,0.964650344780239,2.41633529851015,-3.14806455414782,1447.63364358451,1497.26717772127,1504.64569078578,2802.20580354683,2815.04312433591,2878.36739688141,-6.29594906839884,3.70852657653086,18.6351985183151,11.3035589604447,11.3885541086361,2161.297263495,2259.74134690374,2306.45174099793,5.19155517694117,1.64464894069579,217.141097880775,233.271402063721,234.383148483503,3812.19375351013,3954.22640570427,3916.4548179734,-1.51008675718094,2.86762850612695,112.6255691161,122.423625710504,122.773558878734,1092.34190785915,1149.1499031113,1181.39150258449,-5.90501972542324,8.70423904970949,2804.61984333382,2812.83671734453,2948.91809928703,2927.35584030917,3207.13353027062,3119.55833255048,11.2173909611111
,26,2.88792724867926,3.02461313947333,1.85329012998727,4.60122592216976,1.25838599507551,-1.66578675739765,-4.23300506803707,1.99758024481753,-4.0210590507595,2185.05861333954,2260.44796044661,2278.77172284894,3585.5160738531,3597.93052442691,3665.56790839479,-0.771239753966711,1.88056528394827,31.1114257640916,31.5524792425031,27.9844575835696,2847.17909091594,2975.14475536406,3032.72141645725,1.3660720194257,-0.751310335697326,421.744948274164,452.860111031564,457.176111433267,4377.58986436793,4532.19046749657,4491.85714697839,-1.60035727777449,-7.61387012830755,216.058570219015,237.444016156423,233.360362117592,1653.17063243044,1726.18479638372,1769.31508950035,-0.654799474890297,26.0158706990992,3334.90642793897,3347.53882390251,3498.52800461778,3496.9625497412,3832.14078544146,3698.16254667229,42.8828115685151
,27,2.46118856078874,2.61284451955271,5.81574248706193,4.95768234368006,-4.48491785929764,-6.58221241916863,-0.557198820083158,3.19523554489615,-4.02813709839711,2935.11662117679,3032.97526469965,3063.79969073373,4299.89576982091,4316.35724057113,4383.19018656427,-3.38381721202995,-2.0244956804072,63.0419258712741,68.3763148805815,61.130643595528,3492.51181775519,3652.23791854973,3711.54959734801,-1.10470290824651,0.242867041044974,769.489168770837,826.578540372999,832.074830429749,4812.03159474653,4976.2025051389,4934.60472508466,3.55322339781242,-1.23068701998318,393.30257044571,439.344084909488,430.509029887406,2244.43534731622,2336.53397667897,2391.42160676313,0.413119445859138,64.6879226914766,3776.76784220617,3789.17545795989,3953.99062329252,3966.9013195573,4346.27522413242,4169.56185422512,88.3496361284369
,28,4.66471229724766,16.34530534945,19.558883374671,22.8111722074555,-2.85270057495109,-1.84917508048738,-3.54653949145495,-2.28322569723969,1.81582747485072,3654.11624591724,3770.35568677127,3812.69952652807,4889.60417018401,4906.64653978283,4970.49709574299,-1.90880960112372,4.03551419313317,133.423508743799,141.904355283943,135.067738308414,4024.41700831662,4211.08811321123,4273.57127585535,4.496619068575,2.71064519407173,1315.5334116581,1414.80579109807,1421.10065312268,5119.20733334592,5293.1069291396,5250.88389595871,7.45861464045493,-0.946055155293379,689.566529537136,766.533105960242,756.274798611123,2789.50692292134,2895.70376655849,2964.99523966461,-3.56576293242142,127.009167526405,4125.4016928602,4135.00347459296,4314.20155119637,4334.36232537033,4751.42470731375,4534.9689822635,176.710888449841
,29,-0.519995736910005,32.1674079930094,43.8714308077588,36.1943359691145,-1.12897180911204,0.556539476681337,0.0904627896688908,-6.6721008009672,3.04582306998327,4286.06669258744,4419.36429852315,4474.86630382335,5361.25767320793,5382.14998213771,5442.73814644721,3.49711502090622,-3.90458322880932,239.15352606954,266.883021377698,249.308295733338,4438.22837012385,4648.97806510473,4711.36497583097,-1.05111116851958,8.51664118599274,2014.56459540422,2162.92042120932,2172.55246771845,5349.84684859467,5529.02720444097,5489.56649742151,22.0114693508422,-3.55292490846705,1114.61727554133,1240.77969222811,1218.59488880019,3256.34628588812,3371.57102251864,3452.98749928439,-4.54768294388032,235.168906357413,4393.37537985136,4401.43380646897,4592.37180105913,4617.50453976175,5061.24859109122,4815.19389356192,343.707953921689
,30,4.04909789815383,64.9608330902283,89.4520209343814,81.6656322182394,0.0306818894814569,0.386152428230616,6.94765136370324,-2.6206298895554,4.39418264337519,4788.4905420121,4935.87971431779,5001.70451359423,5709.04598311075,5732.94251596547,5783.76938805731,13.4391040265655,1.30115056928571,445.95915852854,489.992341321677,457.065704002762,4732.19177149574,4962.40267381495,5023.6806156476,-3.04768608589802,24.91912822624,2767.40408341784,2967.07490465188,2980.19568596387,5507.80871316875,5689.93901840852,5652.59671745306,49.2755149726408,-1.24443913018058,1660.02630915097,1841.6706352457,1805.00803600007,3617.75850107548,3742.74774193773,3835.15438599739,0.754823620263778,441.170026118304,4589.99963407105,4601.6503073147,4797.53190887293,4829.96302182034,5297.13740849036,5030.94029176282,611.071622165392
,31,0.810414165321617,131.182132760736,165.96528523123,163.445371517118,10.8250405863214,8.99630765390521,19.1547807110182,-4.97128318925934,10.2649107608722,5172.41257708245,5335.12879990317,5409.78203861163,5971.92764686605,6000.16909443031,6045.74359174376,29.2032536247102,-0.697443827072675,754.96985409554,833.317755093229,777.912895026665,4952.39634560041,5195.35491806076,5255.81772115042,-0.326279839094695,53.177862093818,3450.66919941285,3699.2968867863,3712.58126100934,5631.12838578881,5810.77042696551,5773.96859804908,100.281045250555,-0.11767157477334,2198.149121585,2441.50950972527,2391.72761361796,3883.15657886043,4014.63282603044,4108.77927564011,-2.35704983855612,750.902102174355,4729.24425894369,4742.32190978283,4941.81943578457,4990.27780485632,5469.94170714317,5193.80670844543,1024.04628396337
,32,-0.536129126473043,244.424986647619,314.855990834526,306.706853736335,24.8403605328249,25.8883142122377,35.9492537562805,-1.56455647287385,25.9931500021003,5449.92219469772,5623.41264558918,5703.10868005272,6161.10729385949,6190.0650912589,6231.65391730009,62.4248976177378,0.642495756066182,1198.91862934628,1306.33523033806,1223.82664564482,5115.45714142322,5365.57280517154,5425.89040738385,0.646919096494457,109.660025143923,4007.37011606539,4298.90310387818,4305.18239813032,5714.20070951998,5892.87940785749,5853.625603079,196.796379033332,2.88684791977221,2668.97159505743,2971.58147155329,2907.63699396709,4064.66032799486,4197.13317218941,4303.90414552988,4.03613140688776,1175.68287154789,4824.37248944295,4836.96242550211,5037.20196477907,5108.66292343083,5597.26647162731,5312.00922842669,1546.31212848698
,33,-3.51176596815367,435.200912742622,555.490207884864,540.09204615472,52.4607075989088,45.1332895329688,70.294484310054,-3.00799736395584,56.1171578974854,5642.59964530092,5823.96797623529,5906.41096444823,6300.22428391274,6328.14179249107,6367.70386847556,128.168964493749,-0.896468616071161,1734.93856692963,1861.85383230753,1770.01473649971,5235.16036176374,5491.63049082509,5551.57963335463,-0.522662809523808,215.923186563075,4407.73181837924,4727.53063813002,4732.55852289277,5770.29871900828,5947.99228522772,5908.80999577536,373.196314842432,9.73121590412393,3029.49478746975,3381.56052188281,3303.10776127341,4186.82991941147,4323.66011299073,4430.12920165908,2.67369100771202,1638.59902569238,4886.00181752188,4894.4933601598,5096.15818547265,5189.32966198708,5683.76593257152,5396.75642454543,2122.55836849697
,34,-8.06512373001488,724.580201771077,913.105414481821,899.083365831071,111.327500257786,95.6517892843867,137.068878796585,-2.69125267080972,110.205202421036,5762.67911557458,5949.76965112794,6032.54488569064,6395.92661908009,6423.90338439289,6459.21262671427,243.983466348587,-1.3564797517397,2142.38754170686,2261.9839026398,2168.10948227354,5319.01549878159,5580.59159976477,5639.2389210252,-0.627439860375034,399.889814804254,4668.09869266431,5001.20858111888,5003.25784966793,5800.76294117291,5980.92432543082,5942.93114615261,652.82731741609,29.669041927214,3258.41885515663,3645.32309187845,3561.9094925789,4262.35532800252,4400.59757831967,4512.17226321276,17.3608940970134,1950.80257013977,4927.52289132752,4938.83511207714,5135.66389550759,5249.0159237968,5747.5368960973,5458.04388167687,2602.18088387695
