,Temperature,B3,B4,B5,B6,B7,B8,B9,B10,C3,C4,C5,C6,C7,C8,C9,C10,D3,D4,D5,D6,D7,D8,D9,D10,E3,E4,E5,E6,E7,E8,E9,E10,G3,G4,G5,G6,G7,G8,G9,G10,H3,H4,H5,H6,H7,H8,H9,H10
,72,17.8234773787254,450.635954766217,507.066353396596,461.96632418279,437.244141973566,439.084379849184,480.610784724511,142.022200492931,890.517553058741,213.848451869249,213.433806449716,215.585391688534,209.270003025718,210.96554464574,208.854094404993,989.590498801877,1.37952038734562,368.852412438293,357.473522085035,352.578612780342,328.21540309768,342.455755395385,354.813614650642,6.02740554517027,782.813752606865,266.163254483978,285.406308474541,283.449391972194,225.636695632413,232.470684652993,236.410664130806,865.980747048666,812.535460136711,242.674058389935,254.377086607876,263.983178375166,275.382692314255,307.648404900762,319.703303673722,285.333392037388,588.659339960402,181.129599825998,182.803600733286,187.128290579542,179.829265324389,196.477678565636,183.515320866713,513.449497260843
,72.5,19.1607615274169,479.949133269976,553.05673113017,501.492769709204,458.993428179322,442.456818491294,482.224294715141,155.897838864802,766.644670114503,217.401515705502,217.768232853516,218.373975031053,214.400809890619,214.484461634995,212.726229634947,895.513389811904,0.939969841220602,369.613424621126,360.8335392989,351.609496683547,467.533622324665,487.848455247434,510.385928901383,5.40898065769738,721.819884903405,282.708678935874,303.735455372354,300.5356517245,233.676391663157,240.778533574373,242.8809381414,790.229847415362,837.175743585846,331.994006293093,344.284876972496,358.010221453409,395.983225957936,442.480452266241,460.135691563673,243.193934818075,633.270852629928,189.106711769463,190.744333693703,195.031178072787,185.568336501052,202.651227043054,189.490134768993,557.244934838115
,73,20.7499306833478,483.322651747432,567.913557516128,521.936355363891,456.831444627227,416.35222365255,450.022956020472,156.751953467164,619.999966279996,220.598821507776,221.501129142869,220.541040906106,219.052708487435,217.679070906173,216.391881748151,761.442947993461,1.16517186679874,420.098953360553,409.536427423179,398.373163434269,691.283486410473,721.303304117881,753.04817615489,4.64272075144459,650.575500910608,295.925197375933,319.121065640076,315.013388096122,244.238382161193,251.903405341362,253.341575056875,704.374503801754,763.850011708976,481.32201440401,500.508716427466,519.147512259432,588.913776665296,651.453038051158,676.468597830076,246.219181593467,661.731702044325,196.068206810611,196.35229667817,201.154550621631,189.470405705507,207.323283231392,194.473119426635,599.228607407174
,73.5,21.8548375204247,459.399526446622,541.859014594323,513.290841139971,433.705540094969,378.036009459822,401.954098338105,142.420505539689,475.9771722611,224.201672713842,226.330286347,224.703325987956,223.225951299661,221.244113478453,220.784744510899,608.082587052409,1.65956676862595,541.020627043036,527.314928259833,512.849250852525,976.016109287408,1017.2964707308,1056.80046137472,5.0414151782698,576.454908745286,309.956614222408,333.950442649927,330.31094439033,264.026145704139,272.176343863561,274.841948431372,615.179820952711,619.338678661737,679.143728378553,716.590821120996,734.176839830909,837.444946252586,914.135063894025,945.103405113946,282.220920021059,679.129711484684,200.448636920983,199.924716065927,205.429982577017,192.288487973557,211.129827575325,197.885969810756,631.872758082461
,74,22.113387738638,417.721113359201,483.135390293395,475.570280734964,406.574903000874,343.717605113858,350.269592744094,114.173238961449,353.101587708201,228.979377384376,231.1033010788,229.423982545567,227.766962080595,224.977144354248,224.940510478847,453.280005647571,2.0421919329907,706.390063569196,692.899412764251,669.58942430861,1286.04743985506,1338.82712001301,1382.97054691291,4.87351977013611,501.277865855447,337.186303210318,359.923940522975,357.508776111835,306.852447891054,317.113829732436,321.099163798743,525.522789487222,442.412178939165,880.58405277172,948.264736654059,955.524179223171,1105.07787706069,1189.27237149976,1222.07167352449,326.940558336833,698.295291463973,203.321596127555,201.806795341453,208.197584507416,195.117644750155,214.207301751469,200.870866084146,652.543005429211
,74.5,21.1871315862727,367.100244774544,408.797293576486,420.677186236958,375.781065042291,317.195496014107,298.429324957832,80.2025644820689,259.439059550003,235.269626592675,236.788249833792,234.652219977225,234.471449808541,231.306840991365,231.240527302407,311.307505656831,2.53096927119077,861.151248264862,851.027655865151,816.970960014903,1557.92194713983,1619.68264742554,1657.75515584757,4.05597771175132,427.986349990676,403.446791492602,424.611056242112,423.314501073836,404.847074747271,418.192159780685,425.49902371269,437.391481915509,272.063304161067,1033.12396475785,1134.63143900253,1126.67072568438,1324.24229633559,1402.56828211825,1431.11262166029,354.913537104141,723.141413275056,205.655966029021,203.045290124665,210.151964686711,197.787679063981,216.722663055914,204.127608546011,667.850068854519
,75,18.7102077747372,315.688524287373,331.740750073465,356.843983014594,335.433221830218,302.873343236477,260.73192733688,49.3714248520894,194.773038933049,244.807941411517,247.43117657685,244.642370902392,245.364292112939,242.759776325177,243.604451728787,194.321378011054,2.58612493848699,965.751024781945,961.446850929176,918.677014303649,1686.26096095146,1750.42889768944,1772.43004691764,3.72846887135336,358.116470425232,536.367754973116,558.984046066151,558.420252104092,580.04207277375,596.624193101087,608.908369825865,347.583910083078,141.589298340258,1089.4011378821,1220.55508195287,1193.31359299695,1415.34735389519,1474.49472390793,1493.27158637929,341.969428615003,736.355659336253,206.324996351579,204.457928008531,211.918329231018,201.518889671072,220.65145321522,208.738205448351,688.129736538988
,75.5,15.084297109773,271.554987572281,263.07486095978,288.647773460436,301.37872139999,303.771975657329,245.903459673552,24.8531972513357,151.03488025445,261.40919417703,264.158787527169,261.760096133698,262.280559377199,260.806748847582,262.111225958306,109.206281202819,2.5123685488806,976.988692662032,984.114612381724,931.915919826832,1623.78945661886,1683.47650753161,1688.95304967148,3.51770680966246,287.102328949027,736.686673405904,766.10506262575,765.676408071785,823.972422300377,845.125945185825,860.756514479177,254.855211009623,62.7411647497478,1015.77217392628,1165.116774569,1118.40559682477,1348.89238146662,1382.92840138689,1391.08997631913,282.08135597638,719.13111923037,209.480697595907,208.802497442151,215.875869243401,210.883350377449,230.492380943267,219.872256350849,716.741972998584
,76,11.9290869896971,235.24975518245,212.504367433581,229.465720164843,283.532903223375,306.880777109926,251.453759312474,9.26592731199173,115.750145973006,285.3164157024,287.161740633748,285.76195627958,285.165159460106,285.028329147909,285.666629057662,54.2690950811069,2.29400007026663,857.80755796129,878.12114062541,819.336347761697,1407.8349916959,1458.43934893048,1449.27966743664,2.52822028493995,213.033701644696,978.003966697063,1020.33683927384,1019.28930786253,1114.10612193023,1140.23526305937,1157.16792414473,169.908928834807,23.6401956386668,831.628362029473,977.240216380784,921.828431546107,1148.45145327831,1157.67391290563,1156.82313542236,200.054680574241,662.336375940496,223.188141444327,222.026205399473,228.201066600333,235.376356702587,256.297614235707,247.901901615866,737.546477734085
,76.5,9.52478411630432,202.545877625914,178.81775916841,188.055768296739,279.985999947967,305.592050421389,283.506616082754,2.93267829981846,82.1275527738791,311.119036504559,314.339031459375,314.673139045131,311.229764617231,311.43492220568,312.241852467538,22.7910248668269,1.80146162658451,651.723692101195,676.801469127642,625.222836249988,1080.60807498398,1119.16644881011,1098.14513953742,1.9583394438572,144.094173136606,1215.77612073579,1274.68680528474,1273.15563586309,1402.87364369227,1433.19099577433,1448.52055747017,101.916908033718,7.42644550766374,610.17911418711,728.684605796153,678.925403510606,858.356074566665,848.108998600904,840.572517880881,122.207177526514,557.999410040424,258.967623303746,256.491342165616,262.412147971187,295.383897537861,321.731194080742,315.607725384549,727.448645818826
