"gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CELE_Y74C9A.6",3.78383479524858,0.0882202636972172,0.827306738717328,0.6298855210086,NA
"CELE_Y74C9A.3",721.995971384351,-0.325693141965846,0.179192225195839,0.0431158008955139,0.132041611611366
"CELE_Y74C9A.2",5072.17811259585,-0.258908126902374,0.152319794164577,0.0657730414498199,0.179502564734462
"CELE_Y74C9A.4",922.269632081748,-0.445309346217403,0.199488744260547,0.011259416896198,0.0479022907583828
"CELE_Y74C9A.9",93.9172814588922,0.105691298324562,0.402113921760215,0.684750042035199,0.824262524612017
"CELE_Y74C9A.5",778.875550139285,-1.26742533178633,0.427230130507607,9.4048717079715e-05,0.000804123041095044
"CELE_Y74C9A.8",94.3616763024993,-0.573701252459917,0.564887154506023,0.0703354741723435,0.188592715696842
"CELE_Y74C9A.1",12.8251171602902,-0.0545977107517026,0.641857862281286,0.822830949163145,0.907789200077097
"CELE_Y48G1C.12",289.107543847188,-0.371270654340935,0.259848895583241,0.0815488820302357,0.209619545818009
"CELE_Y48G1C.4",420.746921898797,-0.405285840531885,0.250071626696858,0.0511769283549159,0.150318029258066
"CELE_Y48G1C.5",13.1884780335497,0.0963265965050113,0.59474666886651,0.706492348101214,0.838450565309973
"CELE_Y48G1C.2",1137.96880398961,-0.293009272719521,0.228649202504591,0.131859896266003,0.292937668826919
"CELE_Y48G1C.10",509.921116352954,-0.530891022793512,0.363467689989781,0.0450418797261256,0.136562910745484
"CELE_Y48G1C.6",313.930536614623,-0.231581812529239,0.276624130576421,0.294917380926246,0.497436493743675
"CELE_Y48G1C.9",598.180990389701,0.263255785534648,0.274378584612043,0.231801839910496,0.428069818584837
"CELE_Y48G1C.1",343.746516517572,-0.265078772115053,0.211108638008518,0.148064058696423,0.317772602748445
"CELE_Y48G1C.13",12.0378463543205,0.0595201590050808,0.570682748535002,0.816639577522572,0.904242998406634
"CELE_Y48G1C.8",1671.795396513,0.331898846115167,0.168646789907284,0.0302560704278287,0.101721007600582
"CELE_F53G12.1",15315.1610484026,0.528681198233084,0.12699669069298,1.05471006219219e-05,0.000114613888752475
"CELE_F53G12.16",8.22073502991555,0.854328185139432,1.26114800351891,0.0228673783758912,0.0825174574135385
