"gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CELE_Y74C9A.6",3.78383479524858,-0.0179678691881662,0.942858614913494,0.94149821682334,0.975493990187958
"CELE_Y74C9A.3",721.995971384351,-0.124060173141416,0.173800741772584,0.427911008382335,0.639477593667728
"CELE_Y74C9A.2",5072.17811259585,-0.218480885047213,0.153079658042629,0.119684395776204,0.272011255857502
"CELE_Y74C9A.4",922.269632081748,0.0239060610608203,0.185847105800285,0.885380292544215,0.949260194041836
"CELE_Y74C9A.9",93.9172814588922,-0.136698569521186,0.41408532023346,0.613777708798575,0.788379296612766
"CELE_Y74C9A.5",778.875550139285,-0.501284131705934,0.360724558834972,0.0582468169225022,0.158567992404934
"CELE_Y74C9A.8",94.3616763024993,-0.182273721639055,0.465981351718126,0.520678389592422,0.718594280035703
"CELE_Y74C9A.1",12.8251171602902,0.869740539049836,1.25007906932181,0.0474969912015135,0.135931269049323
"CELE_Y48G1C.12",289.107543847188,-0.368478275173821,0.259078271781166,0.0845053991732535,0.210359236336885
"CELE_Y48G1C.4",420.746921898797,-0.209145318665148,0.237325595010963,0.296120371146644,0.508377566683604
"CELE_Y48G1C.5",13.1884780335497,0.361274885956363,0.746743876508186,0.274022840790061,0.483012838884952
"CELE_Y48G1C.2",1137.96880398961,-0.000915857557265562,0.218513599171951,0.996123267501451,0.998991725757109
"CELE_Y48G1C.10",509.921116352954,-0.297017734367412,0.334103940473126,0.232895361031511,0.433223060439482
"CELE_Y48G1C.6",313.930536614623,0.0643731955640273,0.267925078723849,0.766983784387473,0.88490465434939
"CELE_Y48G1C.9",598.180990389701,0.0288256052242965,0.263314466740564,0.893256401114121,0.95227077655052
"CELE_Y48G1C.1",343.746516517572,-0.907630140782973,0.24138993798928,1.44190194273587e-05,0.000117547792503136
"CELE_Y48G1C.13",12.0378463543205,-0.0226227243693519,0.605586679658782,0.938465978514637,0.974181093177612
"CELE_Y48G1C.8",1671.795396513,-0.392653999433394,0.170169742658802,0.0115406803413721,0.0438491997959853
"CELE_F53G12.1",15315.1610484026,0.283255014940761,0.124760593733882,0.016481620365176,0.0586857404438603
"CELE_F53G12.16",8.22073502991555,2.88111677487216,2.20652317264297,0.00107731310353726,0.00575656968997035
"CELE_F53G12.15",6.5031825636933,1.96188006371978,2.01373175234456,0.00434960571210867,0.0193952094896111
"CELE_F53G12.10",171361.919735035,-0.150208958079591,0.175373925281539,0.340713794643384,0.555387736385501
"CELE_F53G12.17",5.39362068605996,-0.124398036487911,0.878576853349547,0.651202924728254,0.813837065241418
"CELE_F53G12.12",5.04272158009725,-0.209209371537458,0.916980847364525,0.461709893548646,0.66946332998332
"CELE_F53G12.9",477.608164110551,-0.331190827938045,0.33036566067907,0.181804406207637,0.366138297609341
"CELE_F53G12.8",17.5881588062977,-0.197750775303655,0.822321850737608,0.506292892254954,0.706888049815966
"CELE_F53G12.14",0.529254832237484,-0.0621274411944022,1.07035691305802,0.744462727265472,NA
"CELE_F53G12.7",20.1753677876447,-0.223050127112184,0.614029046506407,0.465899703620012,0.672985371705992
"CELE_F53G12.6",2.72664176178628,0.0819249497267846,0.917273577357698,0.751589334324341,NA
"CELE_F53G12.5",1023.25638518287,0.100453455514092,0.225400935625391,0.60237637382131,0.780314002044562
"CELE_F53G12.4",25.9749450855432,0.122962428145274,0.580856664769272,0.677425386350115,0.830358140425768
"CELE_F53G12.3",9.57826622525516,-0.426524778250366,0.989169922764802,0.200484743761967,0.391712988205761
"CELE_F53G12.18",29.4292475320166,-1.0884105022412,0.792249282399672,0.0135880907680898,0.0502317218500269
"CELE_F56C11.1",1199.15259716212,-0.381982147793699,0.263987786744411,0.0775902245522419,0.197691093632522
"CELE_F56C11.2",937.87361409971,-0.964632224859102,0.218179569156645,6.88454801518573e-07,6.84635891932541e-06
"CELE_F56C11.6",1826.06394487479,0.450391517839077,0.171222470759009,0.00400951484008458,0.0180863179801691
"CELE_F56C11.7",0.774646473795829,0.0094313645085297,1.06132863021731,0.960302744477351,NA
"CELE_F56C11.5",307.710167607886,-0.151042450531992,0.264412513210459,0.483390817656661,0.688780805587634
"CELE_F56C11.3",319.179365501256,0.00377648137479913,0.294951609376345,0.986909735922859,0.994697913640839
"CELE_Y48G1BL.2",747.988579422136,-0.28722567185243,0.264810136627051,0.184043557215655,0.369239748619211
"CELE_Y48G1BL.7",47.5561622496693,-0.826585498601189,0.616763746098327,0.0254513103779963,0.0836434672210605
"CELE_Y48G1BL.3",102.746832684381,-0.844447263911987,0.625584431950851,0.0239492230214683,0.0795633742030793
"CELE_Y48G1BL.1",74.942379678955,-0.179176196731596,0.434416898974661,0.51772218197547,0.716132877325876
"CELE_Y48G1BL.8",21.028549777987,0.199135940791525,0.591405662844359,0.50959146682972,0.70970899104266
"CELE_Y48G1BL.5",57.1440160233773,-0.0866058410844485,0.33511509360759,0.725386324458385,0.860861190591277
"CELE_Y48G1BM.10",46.9302654416627,-0.335632461050997,0.551311511116256,0.277808430635607,0.487237132214115
"CELE_Y48G1BM.6",92.1724244501059,-0.140309471396562,0.378970379324891,0.591616409372474,0.772108211817773
"CELE_Y48G1BM.2",0.992736987830366,-0.0259863419867446,1.06453943520285,0.890445018869128,NA
"CELE_Y48G1BM.8",30.0832296838002,-0.0463398282760155,0.492851811773534,0.870229136112071,0.941984072011836
"CELE_Y48G1BM.1",171.135480028649,-0.0378326532704407,0.287874701604136,0.867624300922972,0.94059961544302
"CELE_Y48G1BR.1",1312.22378358111,0.645936643014219,0.234698095282143,0.00132199036811612,0.00689064117987651
"CELE_C53D5.2",218.503540724766,0.375412719250789,0.258045217143456,0.0780785742806973,0.198689076705184
"CELE_C53D5.4",343.695668142908,-0.194866236866182,0.226948254019992,0.314503221608486,0.528344863604834
"CELE_C53D5.1",606.175911985581,-0.00498764492745883,0.199245877602445,0.977325482408772,0.991018486417406
"CELE_C53D5.5",858.69843797315,-1.33898134015694,0.260186934446804,1.4918478799098e-08,1.85801143539308e-07
"CELE_C53D5.6",5933.95379256167,-0.269510287648305,0.160693827628384,0.0667211760664534,0.176379667412685
"CELE_Y48G1A.7",102.546554527243,0.757039430638649,0.448221749384448,0.0148186372590149,0.0538176661279156
"CELE_Y48G1A.5",1511.16878769933,-0.51206908391355,0.295495763990916,0.0291184150769429,0.0933863366188318
"CELE_Y48G1A.4",1181.93018438835,-0.254204749469306,0.195233052449683,0.140763734601407,0.306824418843139
"CELE_Y48G1A.3",481.813414945894,0.0601550229635395,0.216331545966597,0.747725590552951,0.873202997967801
"CELE_Y48G1A.6",203.922599272939,-0.950660196544839,0.368359741423858,0.000868899089831721,0.00477076625861244
"CELE_Y48G1A.2",131.098958915879,0.375430366590814,0.364953301748238,0.1531153842042,0.325043750432838
"CELE_Y48G1A.1",313.276040803764,-0.830056662077517,0.304954872931506,0.000764346964811098,0.00426380360815691
"CELE_R119.1",250.629294696954,0.44324575354809,0.321402148057249,0.0717286575894613,0.186208534880614
"CELE_R119.7",490.160472126248,-0.860089497589959,0.236324736395818,2.68172660408618e-05,0.000208033424257436
"CELE_R119.2",766.646643513021,-0.257295561487946,0.252125255291374,0.218317016003368,0.414630460659133
"CELE_R119.3",2103.14204696154,-0.379651440148198,0.197806577519629,0.0303211706457772,0.0962172776208399
"CELE_R119.4",16042.1309870618,0.408672394266891,0.141738118694074,0.00216119049203851,0.010581078166372
"CELE_R119.6",856.905317538653,0.0214361315724832,0.117650161068565,0.845672354023539,0.928909076381909
"CELE_R119.5",731.388339713847,-0.201945083683171,0.214775694321944,0.277221566336428,0.486675647091918
